Gene_Name,D33_1,D33_2,D33_3,AD_1,AD_2,AD_3,rib1,rib2,rib3
Atp2a1,11.85,39.75,138.8,0,1,0,32.54,27.33,17.84
F930015N05Rik,60.17,73.11,57.17,0,0,0,22.21,6.74,35.7
Lrp1b,59.1,76.15,56.38,0,0,0,0,1.01,0
Gpr27,74,94,99,29,15,30,83,20,65
Rpl17-ps8,37.1,124.37,40.23,0,0,8.03,0,0,0
Arntl2,86.2,120.7,19.11,15.37,8.37,7.07,57.22,16.59,28.78
AB041806,77.59,104.67,21.86,3.81,3.35,0,0,0.61,3.57
Gm22460,111.52,99.64,21.34,19.86,8.87,6.71,3.93,1.58,2.05
Gm6625,37.2,84.58,103.15,11.95,8.01,7.01,1,2,1
Fez1,44,97,108,22,18,10,4,5,9
Mstn,63,101,36,1,0,0,7,1,4
Smco1,121.41,119.91,14.92,24.78,14.75,17.02,22.21,12.91,13.6
Wfikkn2,38.79,101.15,64.07,3,0,1,18.92,21.43,24.02
Ttyh1,72.12,101.37,44.78,5.51,5.65,4.06,24.58,13.09,14.72
Gm26870,134.46,41.46,47.32,3.14,4.99,7,3.1,23.32,29.46
Rab36,60,102,69,10,7,5,36,30,37
Tcap,14,43,156,2,0,0,1,13,2
Gm16279,76.39,124.42,31.4,5.37,8.1,7.44,38.1,39.51,19.91
Aim1l,75.12,139.3,18.48,4.93,7.97,8.69,40.9,26.73,14.27
Tspyl3,73,89,102,13.54,18,20,46,59,87
Edar,47,83,83,0,0,0,11,0,9
Glt28d2,64,131.03,58.78,12.37,13.19,13.57,63.25,21.11,60.26
Gm37266,97.64,119.73,26.2,10.94,7.99,8.03,60.03,23.36,28
Nipal2,64,100,61,4,3,0,62,62,32
Calml4,126,71,72,15,13,23,32,43,41
Gm23365,92.68,100.76,32.08,0,0,6.93,3.72,0,7.44
Dab1,62,104.46,56,0,0,1,19,2,20
Mamstr,55,110,94,17,9,11,75,31,67
Rnf180,69,100,77,9,4,8,17,36,74
A230087F16Rik,24.28,85.22,128.38,4.65,2.92,5.06,0,0,0
Dmkn,53,112,75,4,6,3,6,1,0
P4htm,67,125,97,19,14,27,62,21,37
Pappa2,60.07,84.23,86,0.93,0,0.34,54.02,7,41
Gm4604,59.48,54.77,145.37,9.69,6.53,12.04,41.64,46.69,40.6
Ccdc74a,49,84,100,0,0,1,27,41,25
Ptgds,65,100,72,0,1,1,3,3,4
C630043F03Rik,53,122,68,3,1,3,36,21,24
Tmem213,76.55,94,66,0,0,0,2,0,0
1700019D03Rik,87,92,83,11,7,7,3,2,3
Gm37078,97.78,121.56,35.02,6.11,4.77,5.15,17.3,8.94,9.4
Gm37612,132.84,134.64,17.17,18.61,12.29,14.72,15.41,15.01,17.34
Gm12052,60,87,94,0,1,0,5,4,0
Adamtsl2,37,70.95,150,8,3,6,5,5,1
Folr1,75,127,56,8,3,6,2,1,1
Gm22174,113.61,151.79,12.37,13.96,9.17,13.41,4.05,5.13,11.67
Gm26318,98.51,152.2,7.52,2.07,1.65,11.12,1.19,0,0
Tnnc2,14.89,44.88,187,0.34,2,1,36.61,71,16.69
Gm43063,131.43,127.93,22.18,11.2,9.99,15.31,12.71,10.91,3.65
Rab6b,57,121,122,20,15,17,16,5,21
Serpina3f,190.08,130,22.64,33.91,25.35,35.34,17.17,14.12,5.11
Gm21955,126.54,113.38,32.48,9.92,4.22,9.59,37.44,10.87,18.54
Dpysl5,52,94,104,1,0,0,29,8,14
Amhr2,78,115,64,2,1,1,33,14,15
Emx2,72,105.96,113,12,12,13,9,1,9
9330182L06Rik,80,91,87,2,2,0,11,7,15
Gm27000,84.61,130.06,40.96,0,0,0.24,0,0,0
Igsf1,84,142,38,1,3,4,5,4,1
Clip4,66,103,96,7,0,1,15,1,11
Ict1os,105.27,151.39,31.12,8.04,8.27,12.75,19.67,15.45,7.72
Gm27903,109.96,143.63,14.6,0,6.99,1.93,0,0,0
Sult5a1,81,111,113,22,7,16,24,14,20
Tcerg1l,44,109,108,0,0,1,0,0,0
Rab17,65,101,95,0,0,0,63,30,33
Gm26619,64.79,97.55,115.19,6.02,8.07,0,2.29,3.91,3.75
Gm10491,111.44,177.71,10.8,8.7,2.36,25.21,1,0,1
Gm42899,99.97,170.71,33,13.02,12,12.99,1,0,0
Bdh2,67,101,122,9,8,7,30,24,73
Notum,78.64,133.95,58,0,0,2,45.64,59.88,36.83
5830462I19Rik,116.59,155.37,21.6,13.82,3.95,6.86,26.59,22.48,11.19
Acsl6,89,130,51,0,0,1,43,5,15
Ankrd35,75,110,102,5,4,5,92,44,59
2810032G03Rik,81,133,89,14,6,9,47,6,39
Gm10241,125.4,104.12,161.08,24.36,49.58,42.57,89.32,83.11,98.9
2900005J15Rik,103.22,171.34,25,9,7,9,13,19,15
Klc3,69.02,104.14,105.13,3.06,0,0,87.15,18.97,63.09
Fam181b,92.2,130,142,37,27,23,0,1,0
Myh1,27.79,52.6,198.59,0,0,1,7.99,2.2,3
Fgf7,70.01,160,125,24.99,25,26,53,27,48
Endou,108,159,107,27,28,39,5,6,3
Sec14l4,83.24,140.7,93,6.87,12,17.61,6,0,0
Chst5,54,115,112,0,0,0,34,33,15
Kirrel3,71,106,135,14,5,10,77,53,7
Chst10,113.24,143.54,103.09,21.59,25.93,28.69,39.08,71.4,68.24
Gm38366,122.96,161.36,34.04,11.61,3.74,14.66,22.76,6.65,6.45
Ism1,94,98,104,1,2,4,75,6,75
Fgf18,47,86,162,2,1,1,9,3,1
Gm14295,121.65,122.21,83.97,14.53,1.26,20.13,17.19,33.59,67.78
Scx,74,70,154,2,1,0,67,29,30
Lhx8,75,109,111,0,0,0,0,0,0
Fam198a,84.38,89.08,134,5,2.02,3,25,13,23
L1cam,110.91,175.5,63.26,16,18.06,14.15,57.34,105,76.04
Rsph9,77,132.46,144,8,17,24,56,41,48
Gm22398,111.57,157.63,35.71,0,0,0,0,11.38,6.76
Dcaf12l1,72,151.97,102,8,8,5,101.67,47.59,85.01
Tcea2,101,169,136,38,22,36,65,66,64
Gm25240,141.49,180.61,24.53,15.71,8.12,11.32,9.6,3.37,5.72
B9d1,98,180,146,43,27,41,87,82,75
Hapln3,98,127,156,18,19,30,46,75,40
Thy1,70,84,166,3,1,1,44,15,56
Tnfrsf19,83,124,134,11,9,5,65,61,49
C1qtnf7,108.06,134.38,195.21,43,29,49.05,2,4,12
Adgrb2,87,91,150,1,2,6,131,27,61
Gm8420,137.02,160.42,21.7,0,0,0,0,2.13,1.03
Dlgap1,119,153,68,6,5,9.06,31,5,15
Gm12184,154.36,102.53,70.36,0,0,7.19,18.26,21.49,79.49
Gm15708,131.79,185.32,34.54,6.91,10.46,6.28,44.62,46.09,29.43
Cacnb4,91.93,134.76,113.79,4.53,4.59,2.31,23.39,18.2,5.24
Epn3,72,133,133,0,5,3,51,14,36
5031434O11Rik,119.8,161.08,97.07,14,16,15,59.08,45.16,37.05
Tmem121,59,88,188,0,0,0,23,10,19
Ccl21a,93.7,59.09,200.33,4,6,7,15.53,0,2.62
Ica1l,143.94,177.05,26.59,2,6.11,3,34.08,12.73,4.28
Dlx6os1,85,186,67,0,0,0,24,29,7
Bbox1,72,71,198,1,1,0,6,2,4
Mapk13,83,117,142,2,0,0,85,12,23
Gm23840,182.41,245.53,27.34,38.84,25.09,51.2,14.16,5.92,6.61
A830082K12Rik,152.2,201.62,19.5,13.4,9.49,10.18,12.78,3.19,3.15
Dusp15,112,150,105,8,4,11,92,62,123
Il17rb,129,169,94,17,14,15,28,15,33
Ass1,96,142,239,47,33,43,180,86,109
Nos1ap,143.42,156.17,99,16,12,14,178.31,55.31,69.4
Lefty1,94,143.96,176,21,16,19.97,34.66,15.79,31
Gap43,110,153,97,2,1,0,10,7,12
Urah,103.92,167.96,89,1,0,0,119,32,67
Otoa,173,116,72,0,0,0,8,3,5
Ephb6,138,184,180,40,41,56,50,42,70
Atp8a2,76,114,182,3,1,1,19,11,15
Gm17455,71,110,186,0,0,0,8,0,9
Fjx1,89,174,120,6,5,5,85,64,111
Calhm2,117,165.11,152,15,14,37,75,86,87.16
Pcdh9,135,166,71,1,0,1,90,24,82
Gm24809,169.75,216.35,44.86,14.63,18.44,22.7,9.93,2.92,3
Fads6,181.85,174.93,32.18,2.4,1,7.09,10.16,16.61,13.38
B930041F14Rik,101,146,178,22,0,19,71,49,78
Gm25574,157.05,230.19,24.62,7.37,6.18,10.37,6.21,1.54,4.41
Tnni2,37,83,271,1,0,2,70,94,56
Flywch2,118,124,186,15,9,10,169,99,67
Gm43672,150,195,159,44,28,38,87,29,41
Gm43481,185.57,225.43,51.77,15.84,35.28,17.42,130.82,68.83,75.7
Phyhipl,114.6,186.18,106.35,1.16,0,2.27,4.8,3.84,12.49
Adamts17,97.57,153.47,159.06,1,4,1,35,17.42,38
Wisp2,101,184,285,51,43,71,131,55,48
Rsad1,156.13,232.31,167.91,52.13,50,47,152.04,159,98.47
Tmprss11a,187.18,179.78,56.67,4,2.03,6,0,0,0
Dlx6,124.2,180.5,126.15,6.93,2.28,2.72,25.11,17.07,5.96
Atp6v0a4,128.45,184.87,108,1,0,0,83,91,42.64
Fam20a,100,169,284,54,35,42,70,37,46
Scrn1,111.48,191.49,239,38,33,48,93,136,34
Etnk2,120,147,162,1,2,3,50,38,39
Kcnc4,104,154,172,2,1,0,4,0,0
Gm11032,190.1,242.13,35.22,14.66,11.48,12.5,2.39,3.48,0
Gm24362,174.77,243.03,44.85,12.66,6.63,7.79,15.79,17,0.94
Plac9a,40.19,91.29,365.41,1.2,28.37,26.94,5.83,3.12,0
AC137871.1,250.97,209.38,54.43,15.28,17.04,41.94,30.88,9.93,12.54
RP24-174G2.2,229.35,227.24,39.2,25.88,16.02,12.03,34.58,25.57,15.03
Ackr4,111.28,134.89,215,4.01,5.3,8.01,74.89,27.75,6.82
Kcna2,143.25,204.83,104.15,3.02,1,1.04,80.03,8,139.25
Gm38319,209.43,251.47,64.89,10.31,29.19,36.77,32.86,19.18,12.4
Gm4724,149.36,192.46,125.65,0,1.66,4.25,21.65,38.09,102.7
C1qtnf2,184,122,207,26,16,9,9,1,3
Kazald1,206,147,189,28,23,18,97,86,92
Fam26e,150,265,209,55,40,56,20,15,24
Wfdc1,124,138,242,10,8,12,14,6,4
Tbx15,139.69,199.67,144,0,0,1,21,2,19
Fam171b,116,177,217,11,6,7,160,74,62
Zfp648,139,232,116,0,0,0,51,40,86
RP23-311C19.3,215.62,270.6,55.71,17.4,10.98,23.56,32.7,4.59,6.67
Vstm4,157,245,248,64,38,55,59,36,44
Dync1i1,121,199,176,2,0,0,31,26,54
Gm17106,214.42,288.25,17.87,8.42,4.85,6.66,44.24,16.5,12.66
Kcnn2,129.82,206.5,174,0,0,0,10,3,2
Aqp5,123,148,249,1,3,4,1,1,3
Inhba,153,164,218,4,3,1,84,15,94
Spc24,242.64,312.89,102.06,44.47,27.94,56.58,73.42,58.42,86.93
Gm13111,134,217,232,28,13,11,2,14,2
Gm25732,106,216,259,13,15,20,1,0,0
Uts2r,129,185,224,2,1,2,0,0,0
RP23-4H17.3,244.19,249.47,58.86,12.28,0,6.24,0,0,0
Csdc2,118.23,192.22,287,31,17,10,50.44,27,24
RP23-103G18.8,227.75,311.58,59.56,9.22,25.91,21.12,59.08,21.31,12.1
Phactr1,172.09,300.18,171.77,34.15,32.26,33.25,35,23,67
Gm22906,250.3,312.13,55.34,21.02,17.94,18.89,8.07,1.22,1.19
Gm5148,171.23,221.09,202.05,9.16,11.79,9.42,0,0,2.75
Gm22692,218.57,342.43,51.97,41.6,0,0,9.57,0,8.16
Fam58b,210,295,251,65,48,65,167,197,193
Gm14305,200.9,275.57,102.43,0,0,0,73.03,94.79,92.56
Tceal3,158.87,202.01,226.16,5,2,0,157.38,58.67,155.98
Gm22411,242.81,316.37,38.2,7.79,0.09,7.59,5.62,0,4.28
Gria1,104,176,304,0,0,0,9,3,5
Gm27512,253.02,346.42,70.12,29.86,29.24,22.22,6.92,5.61,4.04
Zfp580,183,201,299,33,24,35,105,84,98
Fam107a,270.82,249.88,102.06,11,4,16,0,0,1
Slco2a1,152.89,210.13,341.51,34.65,34.14,41.31,184.51,35.7,67.28
1500011B03Rik,242.02,317.22,246.96,74.98,51.24,68.2,120,146.36,131.96
Prrx2,153,189,281,5,2,3,147,67,154
Gm23632,297.1,374.77,86.51,42.55,27.73,40.02,2.27,0,0
Col7a1,191,249,228,0,0,0,69,48,61
Arhgap20,252,351,259,78,55,57,90,35,138.69
Pamr1,235,233,508,125,79,98,164,93,107
Adamtsl1,207,264,259,21,20,14,104,27,42
Zbtb7c,157,257,465,78,61,63,195,121,162
2610035D17Rik,211.16,365.17,158,23,14,20.16,113,32,125
Azgp1,260.51,291.87,145.01,2,0,3,0,1,12
Gm25535,318.5,384.84,78.31,30.16,14.34,34.05,13.69,6.25,15.11
Cyb561,263.48,279.14,310.45,55,19,62,273.44,42,100.42
Crabp1,80,168,478,0,0,0,12,1,3
Npnt,151,269,351,17,8,13,150,140,87
Faim2,134.44,261.62,383,12,13.04,12.07,1,0,2
Serinc2,121,286,343,0,0,1,78,33,43
Rbp1,159.09,233.64,494,55,28,50.01,77,16,24
Meis1,318.04,463.59,259.4,96,84.69,101.38,267.31,121,268.5
Hebp2,169,334,369,41,25,40,214,165,118
