Gene_Name,D33_1,D33_2,D33_3,AD_1,AD_2,AD_3,rib1,rib2,rib3
Gbp3,3,10.83,7.23,350.59,230.2,326.35,289.61,358.93,353.8
Dtx4,3,7.02,6,268.02,207.05,217.99,173,712,819
Ccr1,2,1,1,76,40,58,343,732,1125
Slc10a6,1,1,4,112,59,91,39,41,55
Cd163,4.05,7.15,7.05,327.41,227.09,245.01,23,200,143
Adgre4,0,2,0,27,30,31,9,15,2
Rarb,0,3,0,51,39,43,28,9,10
Nos2,1,1,1,43,42,49,506,255,3305
Trib1,42,57,20,2140,1514,1795,622,820,682
Rasgrp1,1,0,0,26,9,10.95,32,36,60
Socs3,31,30,30,1623,1165,1475,1006,347,2314
Gm12840,9.12,18.18,13.07,693.15,502.77,698.09,1111.59,297.65,1449.17
Ccl7,2,0,2,82,49,59,141,936,1843
Rassf6,0,2,0,34,26,35,41,6,25
Casp1,1,6,1,150,107,129,142,539,491
Mmp19,4.04,5.16,5.12,262.77,207.93,221.11,136.85,480.18,479.37
H2-Eb1,37,28,43,1980,1367.31,1892,7,34,31
Sp110,1.84,1.19,1.2,69.71,60.81,76.01,174.91,555.4,175.43
Ugt1a8,2.09,0,0,39.45,21.43,41.45,54.75,78.41,67.74
Apol6,38.41,74.95,35.91,2897.55,1961,2545.94,20.26,13.02,16.4
Nrros,11.01,2,2,267,213,266,412,2207,1087
Tlr8,1,0,0,24,6,20,69,344,266
Irf8,5,5,5,285,214,253,333,1446,671
Plin4,263,372,160,14836,10618,14872,54,17,249
Psmb9,8,8,3,365.94,249.38,351.78,122.06,322.17,96.19
Irs3,8,17,14,730,561,752,3,7,6
Pltp,35.8,52.34,71.37,3124.18,2206.52,3029.44,2487.32,4238.1,2641.75
Otof,0,1,0,17,17,19,5,12,1
Pik3ap1,0,1,1,40,37,30,347,1134,1266
Syngr1,4,4,3,235,161,201,126,1031,444
Ikzf1,2,1,1,95,59,64,157,524,403
Cd52,0,1,2,54,44,66,59,149,113
Zeb2,25.11,16.08,18,1278.08,905.67,1053.18,823.93,1879.57,2633.73
Gm15922,1.5,0,0,40.97,15.88,25.43,231.16,896.3,944.59
Gbp8,1,0,0,16.77,13.51,24.68,6.52,14.33,4.45
Mpeg1,3,9,7,412,309,340,3080,13519,8920
Casp4,2.09,2.03,0,75.34,62.47,92.59,206.01,241.02,396
Pilrb2,0,0,1,28.13,12.24,15.95,19.62,12.53,12.87
Eif4a-ps4,0,0.01,28.33,671.28,433.36,501.39,2559.88,3943.99,3730.65
Phf11b,0,1,0,17.79,16.81,22.37,155.63,414.63,98.68
Plac8,0,1,0,22,18,17,149,38,70
Fcor,14,11,8,732,496,663,6,4,2
AI607873,2,1,2,108.72,94.13,85.83,454.98,1814.09,1242.03
Pmaip1,0,1.01,0,18,29,12,47,100,85
Xdh,9,5,5,411,307,397,395,1437,878
Cd53,1,3,6,222,173,201,399,1304,1427
Rgl3,2,0,1,59,52,68,293,164,171
Hck,1,1,0,51,32,37,321,875,693
Itgae,0,1,0,23,20,17,6,2,6
Rarres2,45.88,68.63,66.6,4008.43,2973.57,3993.19,45.89,8.35,31.09
Gimap6,11.46,6.01,4.64,523.69,356.84,466.91,220.4,96.07,85
Arhgap25,0,1,3,90,63,91,103,436,256
Tnfrsf13b,0,1,0,21,12,28,51,192,215
Cd274,2.38,4.66,2.01,223.11,161.7,168.87,398.99,709.76,1406.02
Rapgef5,2,0,2,79,67,99,24,73,128
Tspan13,8,19,13,949,713,789,399,456,176
Emilin2,4,3,11,443,300,366,1018,2866,2991
Trim14,3.07,0,1,99.97,76.64,75.15,89.38,367.85,169.88
C920025E04Rik,0.24,0,0.79,19.31,18.3,26.17,323.47,66.55,184.12
Sp140,2.71,2.46,0,110.89,75.36,136.32,136.78,499.1,307.37
Cyp1b1,0,0,2,50,36,39,189,88,436
Gbp6,0,0,6.37,184.01,81.97,133.69,218.79,291.95,117.55
Srgn,2,14,4,476,363,418,427,630,527
Mlkl,4,0,1,125,80,119,129,280,206
Folr2,5,7,2,346,255,315,175,1509,684
F11r,9.66,9.45,14.01,844.29,542.34,781.76,257.42,91,94
Gm12250,0,2,0,38,42,51,47,126,62
Amy1,38.71,80.53,26,3655,2718,3215,28,10.26,2
Pcdh1,1,5,5,266,198,264,461,80,144
Abca8a,3,3,3,227.9,166.95,204.93,61,79.52,98.73
Cpt1b,6,6,0,332.73,227,241,65.94,95.95,87
Ier5,5,8,10,610,422,515,1379,1073,1414
Ppp1r3b,7.12,2.02,3,308,236.23,274.01,545,742,824
Cd300lb,2,1,1,120,66,84,179,1008,823
Dach1,0,0,1,27,21,20,183,305,56
Cd79b,0,0,1,21,22,26,23,65,20
Adam12,2.93,6.04,5,398.32,270.01,320.7,222.1,119.41,268.43
Serpine1,12,3,4,525,370,464,1749,450,2391
Tmem255a,0,1,0,32.38,15.69,23.53,110,26.44,83
Tnip3,0.99,0,0,22.03,37.01,12.01,46,106,197
C2,10.06,14.37,2.67,738.38,580,644.94,351.56,1386.16,503.56
Pik3cb,8,4.18,5.18,481.92,359.83,460,398.04,590.65,1101.37
Gm26809,146.54,147.78,114.93,11397.88,8696.53,10941.07,35114.82,10866.17,36032.3
Dennd2d,0,2,2,121.1,89.36,98,33.65,55.88,35.6
Ctsc,14.16,13.04,16,1294.31,942.16,1140.91,1105.01,1707,1980.19
Hoxc9,2.11,1.91,0,145.42,80.06,92.66,56.01,28,23
Esm1,0,0,1.01,31.01,22,28,25,17,17
Itga7,6,11,19,1092,795,1001,1511,747,706
Ptger2,1,0,0,39,20,22,27,69,36
Ccl24,1,1,2,118,86,122.07,36,63,8
Ifi27l2b,2,0,0,51,40,73,1,0,0
Rsad2,1,0,4,125,126,160,1272,3714,4385
Als2cr12,1,1,0,63,55.04,47.2,0,1,0
Selp,1,1,1,99.18,60,93.95,23.61,1,60
Themis2,1,2,2,154,123,145,239,1030,274
Ret,3,1,4,282,185,210,124,49,68
Slfn5,3.11,3.29,3.77,334.53,232.61,296.13,504.1,1741.8,996.55
Gbp10,0,2,1,77.2,87.13,92.03,120.5,115.11,33.14
Zfp36,83,103,71,8331,6128,7547,2632,1778,6371
Itgal,1,0,0,21,25,40,121,275,150
Prkch,2,4,2,281,177,232,122,344,576
Epsti1,0,1,0,37,21,29,210,489,203
Rasgrf2,3,3,1,242,176,191,55,37,38
Gpd1,191,314,143.58,21897.77,15792,19774,22.22,20,12.68
Adgrf5,12.01,11.91,8.03,1147.16,824,914.42,688,311,287
Ttc9,0,0,1,36,29,26,9,7,26
Gbp4,0,7.19,1.33,300.3,243.58,240.42,104.39,143.35,54.51
Parm1,6,10,16,1157,769,1027,313,526,228
P2ry1,0,1,0,25.43,35.71,32.43,21,16,12
Junb,96,83,132,10735,8293,10169,5659,2101,5747
Parvg,1,0,0,39,26,29,67,206,120
Slfn8,0,0,1.7,58.09,40.07,62.47,286.6,694.12,571.74
C3,39,75,33,5468,3858,4723,1401,1208,1096
Dnmt3l,0,0,1,32,30,36,17,18,38
Lhfpl2,11,19,18,1848,1340,1521.09,559,1583,1848
Arap3,1,3,1,188,132,172,379,568,590
Krt79,1,1,2,153,126,115,1,0,0
Clec7a,0,1,1,91,53,56,35,89,78
Clec10a,1.2,2.17,3,242.51,167.59,237.13,166.68,1087.51,391.59
Gda,4.03,3.02,1,325.14,222.05,277.46,113.73,95.08,147
Coro2a,1,0,0,33.17,38.07,31.24,126,380.74,269.79
H2-K1,190.33,238.03,216.57,24917.06,17518.34,23713.06,3508.84,3635.13,5029.18
Gpr156,0,1,0,39,24,40,20,6,2
C5ar1,4,2,3,333,276,319,308,1606,1894
Klf14,1,0,1,79,49,81,46,21,32
Tmem71,1,0,0,40,25,40,17,12,24
Hoxa7,2,2,0,151,127,144,240.14,231.46,221.97
Ptprc,0,4,0,170,127,134,587,1473,1893
Aldh1a7,17.07,14.19,7.11,1616.73,1195.92,1431.54,4,4.95,6
Tnf,0,0,1,48,28,35,208,623,10936
Pcdh12,0,1,0,34,39,38,10,1,8
Sh3tc1,3,7,10,884,669,778,95,314,321.94
Wt1,0,1,0,48,40,30,10,1,5
Tbx3,1,2,2,237,161,209,131.71,28,164
H2-Q5,0,2.01,0,95.86,66.27,89.76,35.14,77.5,81.78
Sh2b2,2,5,10,849,573,727,267,279,451
Clstn3,0,4,2,271,195,295,63,44,45
Gm29371,0,0,2,91.97,60.45,101.72,632.06,141.77,638.95
Cd209b,2,0,1,167,95,121,0,1,0
Bank1,1,0,0,55,28,46,5,9,17
Ugt1a6a,8.06,5.41,16.04,1442.85,1066.83,1378.77,72.94,257.93,148.04
Chchd10,2,11,35,2405,1698,2234,463,366,489
Gm12505,0,1,0,48.28,42.91,42.73,91.44,15.7,73.26
Irf4,2,0,2,210,144,186,20,27,43
Glb1l2,25,21,24,3641,2696,3213,15,5,9
Dusp2,1,0,0,49,42,55,59,63,191
Wfdc21,1,0,1,107,90,96,43,6,12
Gbp2,7,7,10,1371.25,943.94,1214.21,513.95,635.78,499.83
Eepd1,8,24,17,2849,1970,2547,198,546,275
Gbp9,0,2.81,1,224.72,160.42,202.84,314.29,417.77,212.41
Eci3,2.08,2.05,2.03,360.18,262.34,335.16,3.96,0,0
Msln,0,0,1,48,58,52,3,1,12
Gm15519,1.41,6.57,2.51,644,461.33,591.63,0,1.38,3.02
Hal,3.01,0,1,265.84,165.3,219.96,93.07,1270,874
Ptk2b,0,2,4,396,264,320,284,650,649
Rgs16,1,0,2,193,129,168,236,81.83,379
Gpr160,1,0,3,241,184,230,43,106,79
Cldn5,25,14,57,6001,4271,5498,26,15,20
Tmem88,1.03,0,3.04,247.49,175.8,250.02,49.72,9.3,30.13
Gm29408,0,0,1,53.81,56.84,57.85,407.65,115.88,510.14
Gm6484,0,4,0,246,185,254,1,1,0
Clic5,1,1,1,214,164,137,60,48,59
Ucp3,1,2,3,392,257,388,2,0,1
Chst1,12.08,12,19.05,2761.41,2013,2692.1,419,103,101
Pde2a,5,9,6,1398,1001,1162,90,192,165
Gm8818,1.27,0,0,77.57,65.92,83.73,0,4.63,37.49
Tnfaip2,1,1,0,128,98,133,1783,3866,8131
Gm14548,0,1.05,0,63.03,41.37,88.68,94.53,423,313.26
Tppp,3,0,2,387,266,309,12,32,37
H2-Q10,7.71,9.79,12.22,2100.05,1564.4,2114.79,160.81,115.82,140.64
Tgtp1,1,0.55,3,313.74,296.83,274.91,68.35,86.26,17.2
Slc16a12,0,1,0,73,49,73,4,7,26
Psmb8,4,4,9,1243,900,1175,365.67,1078,526.53
Nav3,3,0,0,237,164,207,47,22,69
Trim30a,0,1,0,86.42,49.76,66.64,623.77,1729.35,978.2
Ankef1,1,6,3,774,630,672,2,0,0
Rbp7,2.77,5.2,0,603.31,490,563.01,0,0,1
Ccl2,2,0,0,155,119,142,325,1809,3820
Gm6644,2.37,1.79,0,339.91,263.2,272.28,46.4,10.51,0
Iigp1,0,4,3,603.91,425.93,491.89,246,262,142
Ggt5,2,1,0,243,177,234,107,63,68
Gca,1.01,0,0,86.85,61.98,71.96,25.88,32.98,16
Nabp1,8.54,17,7,2818,2150,2447,140,193,235
Otop1,1,1,0,153,138,183,1,0,0
Atf3,15,10,10,3279,2382,2983,1573,1788,3055
Ugt1a6b,0,10.69,0,1010.23,711.21,921.26,40.84,112.94,73.88
Cd300lg,12.02,11.02,8,2899.01,2146,2705.82,5,0,3
Kcns3,1,2,2,494,366,409,2,0,1
Hk2,2,5,3,1018,680,847,2421,1435,2970
Adora2a,0,1,0,91,63,103,52,58,83
Mmp9,1,2,0,305,251,238,5085,3437,13570
Steap4,13,22,23,6196,4287,4978,12842,2496,5647
Acsm3,0,5.94,1,726.96,561.43,630.84,50.61,93.42,10.83
Epor,0,1,0,101,68,111,22,119,52
Nlrc5,0,0,1,123,74,96,79,189,117
Sycp3,1,0,1,230.94,198.62,213.65,17.77,9.54,6.12
Ifi47,0,1,0,134.93,83,119.97,176.99,498.63,189.63
H2-Q6,5.14,5.58,0,1380.07,987.78,1262.47,196.83,262.25,159.89
Adig,2,8,10,2647,1889,2370,3,1,3
Ifi205,0,1,0,147.89,91.04,109.26,180.37,515.39,466.1
Fcna,1,1,1,401,270,390,126,1587,398
Tenm4,4,6.49,3,1997,1406,1539,233,131,471
Flt1,1,5,1,1053,758.34,803.02,69,40,82
Pdk4,8.13,2.08,3,1984.6,1441.06,1702.07,644.01,325.5,154.22
Acp5,9,14,19,6252,4382,5900,1240,1211,5866
Gm4070,1,0,0.52,355.08,94.76,184.5,525.99,820.98,169.06
Slc28a2,3,0,0,505.62,345.76,413.51,26.98,39.29,32.03
Gm10851,0,1,0,154,109,166,8,0,12
Ighm,8,4,4,2675,1846,2468,120,29,61
Thrsp,36,132.03,43,36427,25806,33245,2,2,0
Ffar4,0,2,0,398,272,334,1389,100,265
Plbd1,0,3,3,1180,863,1114,171,161,97
Tgtp2,0,3.45,0,648.94,528.17,651.09,16.62,69.74,11.8
B3galt2,4,5.68,1.17,2216.73,1746.22,1886.45,436.72,124,155
Gm14085,0,0.38,0,74.38,53.24,78.49,3.02,9.71,4.97
Cyp4b1,3.81,3,1,1769,1233,1614.81,2,0,2
Gvin1,1,0,0.52,253.2,396.79,293.47,514.69,848.41,922.55
Agpat9,2,7,2.71,2710.65,2156.11,2558.57,290.74,165.58,178.5
Mmd2,0,0,1,228.96,187.88,233.4,5,1,9
Ednrb,0,1,1,516.04,400.78,454,464,1509,1590
Kcnk3,1,0,0,255.28,211.13,227.89,14,4,1
Nat8l,0,1,1,567,357,478,9,51,16
Dusp4,0,0,2,570,424,487,78,158,604
Gata6,0,1,0,275,233,239,19,8,14
Cd209f,1.45,0,0,421.48,282.38,386.02,1,24.78,6
Fos,26,49,39,35983,26123,34275,1864,1246,2479
Hp,11,6,6,7740,5533,7401,2577,302,1526
Slc2a5,0,1,0,343,239,327,49,66,42
Sox17,0,1,0,353,269.96,286.06,10,7,9
Mfng,0,2,2,1402,1022,1315,33,85,38
Lpl,145.19,111.83,75.8,137158.29,101733.02,128897.03,1236.27,4099.18,6209.81
Egr2,0,3,0,1413,996,1191,118,137,161
Adtrp,0.26,0,0,114,83,118,3.22,0,3
Tdrp,1,0,1,1058,725,939,9,17,2
Enpep,0,0,2,1250,860,989,32,10,31
Cyp2e1,20.64,19.49,2.27,33433.87,24056.76,29126.56,4.48,1.87,2.28
Nnat,2,4,5,11231.34,8048.23,10206.12,77,36,40.26
Cd36,19,26,13,65982,50093,60086,2503,19004,20477
Slc36a2,0,1,0,3429.94,2549.92,3129.93,70.97,57.72,44.94
Retn,5.05,4.95,1,46925.13,34197.91,42326.24,0,2.57,0
Adipoq,2,2,14,111274,80230,104321,3,1,0
Pck1,0,3.04,0,26373.07,19095.68,24349.18,0,1,0
Cidec,0,3,2,54883,38464,50605,0,1,0
Inmt,3,1,1,50,27,35,0,0,0
Gm12892,0,0,0,89.86,69.32,83.2,78.28,97.81,63.09
Gm17024,0,0,0,15,12,11,14,10,13
Ifitm6,0,0,0,29,9,29,32,12,20
Pilrb1,0,0,0,30.74,23.18,12.67,15.33,14.25,18.46
BC023105,0,0,0,15.17,15.63,21.6,11,19.76,6.84
Gldc,0,0,0,22,17,19,14,6,13
Hoxb5,0,0,0,33,20,30,23,14.68,9.44
Atp1a3,0,0,0,423,296,359,84,298,187
Ms4a4b,0,0,0,23,7.56,20,3,11.67,9.91
Syt14,0,0,0,19,21,22,5,18,7
Card11,0,0,0,18,11,17,8,8,5
Tnfsf13b,0,0,0,15,4,10,4,3,4
Hrh2,0,0,0,21,14,16,8,6,5
Gm17334,0,0,0,20.05,26.18,21.13,7.1,4.06,13.46
Ccr7,0,0,0,32,20,30,4,11,13
Cd300e,0,0,0,7,7,13,4,2,3
Timd4,0,0,0,40,19,35,7,18,5
Mal2,0,0,0,61,46,50,31,11,8
Serpina1b,0,0,0,354.99,231.86,337.77,181.83,77.73,11.4
Hoxc5,0,0,0,145,120.45,151.17,44,31,46
Rtn4rl2,0,0,0,28,24,27,7,10,4
Drd1,0,0,0,7,10,10,2,2,3
Bend7,0,0,0,16,10,18,3,5,3
Hapln4,0,0,0,25,20,36,7,3,10
Chst13,0,0,0,17,9,15,7,2,1
Myo5b,0,0,0,13,7,14,5,1,2
Hcar2,0,0,0,848,614,754,153,61,296
Sytl3,0,0,0,10,16,11,1,3,4
Fam150b,0,0,0,9.17,7.06,12.04,3.01,1,2
Syce1,0,0,0,9,6,9,2,1,2
Fam57b,0,0,0,87,50,75,7,17,20
Rprml,0,0,0,26,23,17,7,4,1
Upk1b,0,0,0,32,15,20,1,5,6
Gm16026,0,0,0,17,20.6,19.33,0,6.15,3.47
Gm15433,0,0,0,46.92,28.63,37.03,3.55,15.22,0
Il27ra,0,0,0,24,17,20,3,2,5
Serpina1e,0,0,0,58.8,41.09,32.36,16.65,4.67,0
Dusp26,0,0,0,34,24,30,8,3,2
Rhbg,0,0,0,114.99,83.37,123.09,28.39,14,1.97
AU021092,0,0,0,20,9,17,4,0,2
H2-Ob,0,0,0,10,8,13,2,2,0
Egr4,0,0,0,20,14,14,1,4,1
Hist1h2bb,0,0,0,19.19,10.32,7.61,1.37,3.15,0
BC035044,0,0,0,28,13,33,4,0,5
Hoxa9,0,0,0,104,70.61,83,17,6,8
Trac,0,0,0,14,17,30,3,1,3
Gm9696,0,0,0,10,11,6,1,2,0
Gm6736,0,0,0,71.03,69.09,98.15,22.62,0,2.19
Itgad,0,0,0,26.91,13.25,22.75,4,1.54,1
C130026I21Rik,0,0,0,328.06,249.61,265.53,17.48,48.23,17.32
1200007C13Rik,0,0,0,18,22,26,3,1,2
Gm25788,0,0,0,9,6,7,1,1,0
Akr1c12,0,0,0,8.45,10.87,6.07,0,1.13,1.13
Gm9899,0,0,0,12.03,10.04,13.13,1,0,2
Gm20478,0,0,0,22.22,23.25,19.72,1.3,0,4.15
Rtp3,0,0,0,46.48,40.48,39.28,4.57,3,2.25
Nkg7,0,0,0,23,13,20,3,0,1
Gata3,0,0,0,45,37,39,5,2,1
B430219N15Rik,0,0,0,72.04,60.43,55.96,6.72,2.19,3.4
Hpd,0,0,0,9,9,13,2,0,0
Adh4,0,0,0,9,14,8,1,1,0
Adcy10,0,0,0,28,22,14,1,2,1
Usp43,0,0,0,17,14,17,3,0,0
Hist1h3e,0,0,0,38.55,18.83,34.56,3.81,0,1.62
Ap3b2,0,0,0,20,18,13,0,3,0
Pitx1,0,0,0,20,12,7,1,0,1
Alox15,0,0,0,59,50,71,1,8,0
Cxcl9,0,0,0,777,610.64,694.01,26,21.92,55
Cyp2c44,0,0,0,12,11,18,0,1,1
Pkp2,0,0,0,1317,965,1280,27,59,85
Hoxc10,0,0,0,103,66.55,73.83,4,3,4
Ripk4,0,0,0,160,95,105,12,0,4
Adcyap1r1,0,0,0,67,49,68.05,1,1,6
Adra1a,0,0,0,259.04,172.12,216.02,8,2,17.85
Lrrc3b,0,0,0,23,16,19,2,0,0
Igha,0,0,0,157,89,139,6,7,0
Higd1b,0,0,0,27,29,39,3,0,0
Nxnl1,0,0,0,64,40,55,1,4,0
Fam71a,0,0,0,39,26,33,3,0,0
Cxcl13,0,0,0,25,18,25,2,0,0
C6,0,0,0,356,278,329,11,12,2
Dmrt2,0,0,0,1342,912,1069,23,48,7
Slc6a13,0,0,0,448,331,460,3,14,3
Fam110c,0,0,0,344,257,274,10,3,1
Disp2,0,0,0,136,98,131,3,2,0
Apol10b,0,0,0,101.98,61.97,68,2,0,1
Hoxa10,0,0,0,255,229,191,4,2,0
Mc2r,0,0,0,348,212,260,1,1,4
Jchain,0,0,0,268,228,297.98,3.59,1,1
Ubd,0,0,0,145,119,120,0,2,0
2610016A17Rik,0,0,0,272,176,219,1,0,1
Car4,0,0,0,498,337,352,0,0,3
Klb,0,0,0,1239,870,1068,0,3,3
Ucp1,0,0,0,711,516,641,1,2,0
Slc7a10,0,0,0,3634.28,2576.71,3211.94,6,5.17,3.03
Lgals12,0,0,0,1739,1283,1519.4,2,2,2
Akr1cl,11.35,14.58,0,55.01,34,54,0,0,0
Gm14519,9.94,2.92,6.72,43.38,36.9,31.63,0,0,0
Gm13709,0,3,1,8.81,6.86,10.92,0,0,0
RP23-82I13.6,20,44,8,208,156,155,0,0,0
Gm38009,2,4,1,19,19,19,0,0,0
Gm37219,2,2,1,22,16,5,0,0,0
mt-Te,7,8,8,80,61,94,0,0,0
Rnase2a,1,0,1,12,10,3,0,0,0
BB365896,4,5,0,39,32,42,0,0,0
RP24-67N3.4,2,0,0,9,11,9,0,0,0
Fam217a,0,4,0,18,24,23,0,0,0
Gm3289,2,0,0,22.87,10.74,11,0,0,0
Sptlc3,0,1,0,8,10,12,0,0,0
Gm20659,12.08,0,0,181.54,126.05,120.27,0,0,0
Ggt6,0,1,0,9,8,20,0,0,0
Gm11730,0,1,0,18,9,12,0,0,0
Asb12,0,2,0,32,24,29,0,0,0
Bcl2l10,1,0,0,23,12,13,0,0,0
Hspd1-ps4,2,4,1.01,244.52,188.25,196.24,0,0,0
Chrna2,0,1,0,37,29,47,0,0,0
Cd209d,1,0,0,92,53,59,0,0,0
Upk3b,0,1,0,190,149,150,0,0,0
Ces1d,10,13,7,23620.46,16954.5,22499.09,0,0,0
Ces1f,2,0,1,3624.54,2637.66,3187.91,0,0,0
Cfd,5,3,7,348464,251013,354803,0,0,0
