Gene_Name,D33_1,D33_2,D33_3,AD_1,AD_2,AD_3,rib1,rib2,rib3
Gm26596,30.75,22.2,76.44,17.5,6.94,16.94,1.2,1.29,2.55
Gm15788,9,29,14,0,0,2,2.07,0,0
Rnu3b4,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
Rnu3b2,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
U3,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
U3,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
C1qtnf7,108.06,134.38,195.21,43,29,49.05,2,4,12
Rpl17-ps5,288.03,331.76,356.6,0,0,3.25,29,11.33,0
Ptgds,65,100,72,0,1,1,3,3,4
Adamtsl2,37,70.95,150,8,3,6,5,5,1
Svopl,59.76,67.99,36,4.99,4.05,5,1,2,4
Col8a2,3654,6001,8012,8,12,17,352,168,237
Grm4,12,44,59,1,0,0,3,1,1
Aard,21,54,40,2,2,4,2,0,3
Fgf18,47,86,162,2,1,1,9,3,1
Gm25535,318.5,384.84,78.31,30.16,14.34,34.05,13.69,6.25,15.11
Gm23413,45.39,46.98,9.87,4.7,2.89,3.41,4.68,0,0
Gm37106,28.62,60.88,6.58,1.59,2.89,1.05,4.4,0,0
Gje1,48.67,52.49,3.39,1.79,3.72,1.62,4.68,0,0.25
Myh1,27.79,52.6,198.59,0,0,1,7.99,2.2,3
Gm12936,7.84,19.78,6.63,0,0,1.01,0,1.62,0
Wfdc1,124,138,242,10,8,12,14,6,4
Gm38118,6,9,6,0,0,1,0,0,1
Dcn,61114,95933,137164,3770,2743,3111,6152,994,6876
Sec1,17.8,19.4,25.65,1.13,1,1.07,2,0,1
Csrp1,15856,27860,12070,2264,1577,2140,1165,896,667
Rpl21-ps8,47.41,49.25,44.63,1.34,1.98,0,0,1.86,5.11
Gm23365,92.68,100.76,32.08,0,0,6.93,3.72,0,7.44
Erv3,11.22,18.15,11.04,4.92,0,1,0,0,2
Cox8b,48,54,79,685,449,550,3,1,5
Cstad,2,9,9,0,1,0,1,0,0
Wdr46-ps,8,8,4,1,1,3,1,0,0
Cldn2,10,25,25,0,1,1,1,1,1
Rhoj,1557,2042,3591,275,171,222,86,80,197
Rnf112,44,74,79,5,6,2,0,2,8
Gm3531,27.91,26.09,11.43,0,1.74,0,0,3.33,0
A830082K12Rik,152.2,201.62,19.5,13.4,9.49,10.18,12.78,3.19,3.15
Ccl21a,93.7,59.09,200.33,4,6,7,15.53,0,2.62
Shisa8,243,735,530,2,1,2,18,10,50
Gm24979,646.4,580.12,112.59,45.1,51.61,53.65,22.57,39.78,7.01
Phyhipl,114.6,186.18,106.35,1.16,0,2.27,4.8,3.84,12.49
Rax,12,14,31,0,1,0,2,0,1
Gm26562,68.3,79.71,15.24,10.92,11.78,17.53,3.85,3.29,1.56
Platr22,14,24,18,1,1,0,2,0,1
Gm25240,141.49,180.61,24.53,15.71,8.12,11.32,9.6,3.37,5.72
Kirrel3os,58.67,27,7,4,3,1,2,2,1
Gm14046,13.06,15.81,10.67,2.42,4.69,3.1,0,0,2.15
RP23-174K7.2,49,70,59,2,0,4,9,1,0
Gm38211,42,122,13,17,13,14.01,9,0,1
Gm15712,11,34,8,7,3,1,3,0,0
Cbr2,4419,8353,3630,939,608,818,128,442.77,372
Gm37357,73.38,95.47,18.15,1,2.29,0,3.97,4.33,2.5
Gm37783,3.17,8.09,6,43,35,38,0,0,1
Gm6807,6.14,19.61,11.28,0,2.38,1.78,0,0,2.15
Penk,13886.93,12428.91,8522.97,54,45,52,587.99,311,1141.99
Gm23840,182.41,245.53,27.34,38.84,25.09,51.2,14.16,5.92,6.61
Gm37880,34.72,36.98,14.2,6.82,3.2,9.52,1.64,3.4,0
Pkp1,26,35,57,1,4,0,2,0,5
Mstn,63,101,36,1,0,0,7,1,4
4921504A21Rik,28,28.96,14.84,1,3,2.63,2,0,2.32
Il11ra1,10591.9,15270.75,21142.01,712,523.92,700.18,1068.88,723.66,1036.51
Ntm,20.92,28.19,50,8.07,6.14,10,1,1,3.98
Gm25960,379.43,558.84,72.26,26.16,19.31,38.57,25.75,18.9,16.8
Tnfaip8l3,24,33,25,2,0,0,5,0,0
Gm23158,55.67,92.04,7.9,0,3.74,5.88,8.02,0,1.54
Crip1,6130.57,4842.19,13987,1068,764,921,199,713,627
Ramp2,2368.58,3367.55,1751.99,621.2,449.7,632.94,240.78,101.13,128.37
Gm3695,23.73,37.87,8.47,3.13,2.24,2.56,0,3.33,1.1
Cacna1e,56.72,74.38,27,15.1,12.2,11.01,2,5,3
Gm17276,14,16.54,5.6,3.26,2.23,4.36,1.13,0,1.17
Gm24576,57.44,74.73,15.63,5.55,0,1.04,4.22,4.52,0.74
Gm24303,606.18,732.24,220.03,41.7,65.22,89.35,50.44,28.47,22.02
A430033K04Rik,1214.71,1193.69,604.62,43.11,35.85,44.95,78.85,53.38,63.66
Emx2,72,105.96,113,12,12,13,9,1,9
Pla2g5,1393,1795,1018,11,3,9,97,67,116
Cntnap2,11.97,8.48,6.16,0,0.85,0.89,1,0.78,0
Ppl,41,50,73,16,10,19,8,1,2
Gm23681,570.4,446.54,263.98,58.63,67.04,0.74,34.41,17.25,35.08
1700113A16Rik,37.61,56.17,29.62,7.18,3.86,10.75,5.74,1,1.65
Gm37628,31.3,36.02,9.81,3.46,1.46,3.94,2.3,2.02,1.01
Gm25195,12.88,12.43,3.78,0,1.42,1.27,0,1.11,0.92
Ppap2b,4267,6612,9997,2454,1739,2147,433,438,598
Gm15723,2.69,8.26,6.05,0,0.66,0,1.2,0,0
Fez1,44,97,108,22,18,10,4,5,9
A630077J23Rik,40,93,32,1,0,0,4,3,5
Gm24362,174.77,243.03,44.85,12.66,6.63,7.79,15.79,17,0.94
Adra1d,8,12,21,87,68,86,1,1,1
Gstm5,2748.94,6970.83,7836.98,620.91,460.86,561,519.3,328.35,438.5
Igfbp6,3016,3255,8487,605,463,592,641,137,307
Pgr,9,7,11,2,2,2,0,0,2
Plxdc2,2098,3035,3646,465,351,437,238,113,301
AC160635.1,78.92,119.9,12.21,21.73,9.51,9.19,3.71,8.03,3.99
Gm22174,113.61,151.79,12.37,13.96,9.17,13.41,4.05,5.13,11.67
Tcap,14,43,156,2,0,0,1,13,2
Gm37349,32.9,61.88,6.18,2.75,4.42,5.29,3.14,0.62,3.84
Gm43628,25,26.03,14,3,2,5.91,3,0,2
Gm43462,20,26,6,5,4,2,3,0,1
Tulp1,12.24,19.08,7.22,4.62,0,2.17,0,2,1
Abcc6,13,30,21,6,1,0,2,2,1
Dhh,41,54,55,12,8,9,5,3,4
Gm38178,15.74,26.67,2.51,1,0,0.48,0,2.59,1.02
Gap43,110,153,97,2,1,0,10,7,12
Gm28809,58.35,53.17,6.96,1.6,4.56,4.77,5.97,1,2.59
Sbspon,25,40.43,70.85,2,1,3,7,2,2
Cadm2,12.84,22.02,27,3,1,5,2,1,2
Atp6v1c2,13,16,8,88,74,90,1,1,1
RP23-311C19.3,215.62,270.6,55.71,17.4,10.98,23.56,32.7,4.59,6.67
Acer1,22.29,23.31,5.26,1.49,1.28,1.45,3.27,0,0.89
Gm6768,132.18,201.45,23.44,1239.61,838.65,1229.22,18.25,0,11.09
Cryba1,15.06,17.74,3.2,2.1,0,1.31,1,1.01,1
Gm37706,46.99,49.82,10.97,7.28,9.12,5.03,5.73,2.17,1.23
Ecm2,2868.94,4050.87,1785.96,99.07,76.12,91.27,288.91,47.81,401.89
Gm14303,1884.99,3313.17,2472.84,199.01,162.11,177.23,175.7,324.17,163.66
Gm5860,20.12,35.55,16.12,0.86,0,1.01,3.13,2.07,1.04
Zcchc18,24,30,38,2,2,0,5,2,1
Kcnj13,7.63,8.91,13,1,0,0,1,0.68,0.89
Tmem254c,431,774.07,2243.95,128.59,82.95,190.46,103.55,71.92,124.92
Mn1,699,1284,1295,88,57,69,122,17,147
Mfap2,1807,2521,4084,31,17,27,313,171,255
Gm37886,71.95,103.25,15.35,0,1.89,4.88,6.96,7.91,1.89
C1qtnf5,342.54,555.55,909.36,66.63,70,65.71,68.21,26.59,67
Fndc1,4866.14,5190.87,6783.07,85,62,63,785,134,604
Tesc,24,25,28,3,7,8,3,4,0
Wscd1,4,3,4,35,23,53,1,0,0
Gm17103,17.61,26.73,19.36,3,4.32,1.07,3.68,2.28,0
Gm37140,66,84,10,1,2,3,12,1,2
Fam26e,150,265,209,55,40,56,20,15,24
Gm28727,12.68,15.06,14.17,1.1,0,0,2.54,1.46,0
Gm43063,131.43,127.93,22.18,11.2,9.99,15.31,12.71,10.91,3.65
Gm37644,17,28,6,5,3,2,3,1,1
RP23-203F1.2,36.28,65.07,8.15,6.71,5.9,1.88,2.11,4.44,4.19
A830012C17Rik,19.07,22.09,20.03,1,0,1,4.01,0,2.01
Igfbp5,10289,11894,15237,568,444,471,1242,637,1805
Palmd,95.01,167.99,163,1506,1107,1385,22,3,17
Gm43618,23.14,30.56,20.65,5.1,3.28,5.27,2.07,0,5.28
Gad2,10.78,8.79,4.5,1.01,0.83,0,0,1.19,1.21
Mb,7,45,108,4,4,6,6,2,8
Syt13,5,13,12,0,0,1,3,0,0
Lrrc18,4,16,10,2,2,2,2,1,0
Ano4,22,43,28,2,3,2,2,2.32,5
Gpm6b,1599,2223,2475,118,75,94,227,184,223
2900041M22Rik,10,25,24,0,2,1,2,2,2
Clip4,66,103,96,7,0,1,15,1,11
Gm16045,11,13.3,5,4,2,1,0,2,1
Fads6,181.85,174.93,32.18,2.4,1,7.09,10.16,16.61,13.38
AC137871.1,250.97,209.38,54.43,15.28,17.04,41.94,30.88,9.93,12.54
Fstl1,12803.24,17604.1,21792.07,1062.74,818.4,972.48,2016.9,963.05,2429.97
Gm37745,24.78,24.77,12.37,0,5.26,4.4,4.29,1,1.13
RP23-181P23.2,301.31,358.6,309.66,7.5,10.72,9.65,43.13,21.04,37.22
Mxra7,696.37,914,1473.13,76.11,47,62,145,86,92
Chek2,2081.42,2437.41,438.69,205.1,162.83,210.3,142.27,172.87,205.87
Serpina3f,190.08,130,22.64,33.91,25.35,35.34,17.17,14.12,5.11
RP24-464A7.1,37.88,66.08,8.76,8.2,3.15,6.95,8.09,1.16,2.9
Entpd2,463,608,679,213,139,177.23,84.06,30.98,77
Apoe,176409,309788,157163,68734,49972,66994,6592,46181,17979
Igfbp7,10381.99,12483.99,22819,5238,3699,4691.98,2430.52,781.78,1820.74
Dlx6,124.2,180.5,126.15,6.93,2.28,2.72,25.11,17.07,5.96
Cd8b1,43.72,48.29,11.25,5.62,1.6,1.35,2.52,7.96,1.12
Ano1,700,1123,419,110,81,108,140,52,60
Gm38366,122.96,161.36,34.04,11.61,3.74,14.66,22.76,6.65,6.45
Syn2,10,19,15,94,56.1,71,1,3,1
RP23-406J21.4,3.58,5.18,0,17.15,7.9,18,1,0,0
Clu,11368,18807,18700,1033,744,942,4279,288,1096
Trabd2b,1268,1702.29,1770,482.02,322.1,446,275.93,33,244
Fam46b,35,34,49,14,7,10,6,5,3
Gm28906,66.27,49.5,11.04,2.24,0,0,8.63,3.33,3.09
Gm42531,48.98,46.17,20.01,4.69,2.39,6.57,7.98,3.12,2.61
Sparc,1668863.56,2254391.97,1229860.76,34546.67,24362.28,32188.46,281416.31,86884.01,246307.34
Gm26720,36.46,58.22,16.37,1.1,2.34,9.09,7.82,1.33,4.1
Gm43421,36.59,52.95,10.82,3.15,1.52,6.35,6.32,1.28,4.42
Crx,7.14,11.49,3.1,1,1.7,0,0.86,1.19,0.58
RP23-445E20.7,13.89,28.32,13.3,0,0,1.11,0,2.83,3.93
Gm38319,209.43,251.47,64.89,10.31,29.19,36.77,32.86,19.18,12.4
Gm24950,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Gm23971,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Gm23849,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Rnu2-10,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Gm38374,36.77,32.67,5.93,2.69,0,2.69,1.46,5.78,2.08
Gm37124,41,64,16,4,1,1,13,2,0
Gm42556,63.61,112.78,12.75,5.17,3.16,0,19,2.29,2.22
Gm23968,29.92,40.78,6.18,0.56,0,2.56,3.95,4.3,1.33
Nalcn,11,13,24,1,1,0,1,3,2
Gm38036,1,5,2,25,10,5,1,0,0
Cracr2b,696.07,1021.98,1355.23,195.2,149.35,155.85,64.91,201.87,120.44
Gm15873,5,13.81,16,1,0,0,3.41,1,0
Sypl2,9,18,28,6,2,4,5,1,1
Gm37678,43.08,86.42,5.93,17.26,9.12,3.07,7.18,5.97,4.12
Grip2,20,25,9,0,3,3,2,3,2
Gm37518,19.56,29,8.51,0.72,0,1.21,3.17,2.13,2.1
Mecomos,18.19,32.55,10.87,1.83,1,1.01,3,3,2
Rbp1,159.09,233.64,494,55,28,50.01,77,16,24
Rps27rt,1276.66,1738.18,1696.82,87.8,64.86,55.93,82.46,259.16,292.38
Prelp,8510,12661,15008,3604,2680,2973,1660,1889,1348
Gm26603,14,26,19,3,3,7,5,0,3
Sprn,14,12.04,18,3,0,0,4,0,2
Ltbp4,4951.95,9362.25,13530,1221,921,1116,1515,724,1576
Rps27a-ps2,3588.76,3959.55,2858.94,309.51,190.8,226.61,558.51,478.57,391.85
Cacnb4,91.93,134.76,113.79,4.53,4.59,2.31,23.39,18.2,5.24
Kcnn3,17,33,36,3,2,0,6,2,4
Rab6b,57,121,122,20,15,17,16,5,21
Gm37078,97.78,121.56,35.02,6.11,4.77,5.15,17.3,8.94,9.4
Pitpnm2os2,13.78,19.2,4.15,2.05,2.02,1.3,3.44,0,1.77
Gm17106,214.42,288.25,17.87,8.42,4.85,6.66,44.24,16.5,12.66
Sfrp2,469,566.65,676.68,59,50,60,81.87,32,127.63
Gm12158,1.03,5.04,1,13,19,10,1,0,0
Eva1b,1642,2617,4290,122,102,156,554,390,273
RP23-170C11.3,1,10,3,34,23,29,0,2,0
Tmem52,17,15,23,4,2,3,3,4,1
Ica1l,143.94,177.05,26.59,2,6.11,3,34.08,12.73,4.28
Prss23,1547.68,1935.27,1686.23,302.61,242.33,284.59,528.66,37.19,194.43
Ict1os,105.27,151.39,31.12,8.04,8.27,12.75,19.67,15.45,7.72
9330136K24Rik,70.56,101.2,7.43,10.48,9.44,9.79,9.62,9.57,7.63
Dlgap1,119,153,68,6,5,9.06,31,5,15
Gm43210,16,9,8,0,0,1,1,3,1
2900018N21Rik,8,18,7,1,0,1,3,0,2
RP24-174G2.2,229.35,227.24,39.2,25.88,16.02,12.03,34.58,25.57,15.03
Msmp,190.76,281.46,477.24,18.38,9.44,18.69,46.35,7.94,90.91
RP23-103G18.8,227.75,311.58,59.56,9.22,25.91,21.12,59.08,21.31,12.1
Gm43518,27.43,48.83,10.25,4.05,1.58,3.08,3.54,3.52,6.35
Pcdhb9,26.71,50.76,34.75,15.98,4,12.07,11.6,1,5
2900005J15Rik,103.22,171.34,25,9,7,9,13,19,15
Gm10277,41.19,38.51,14.83,4.13,6.71,11.03,6.82,4.12,3.97
Rnase4,3347.92,4205.87,4484.97,605.96,454.34,519.78,249.77,918.27,739.62
Gm16222,67.74,97.02,21.83,17.53,13.43,15.04,11.68,8.41,9.49
D630036H23Rik,27.19,34.36,33.83,6.36,1.92,3.86,5.3,4.82,5.17
Gm23563,8.94,17.01,4.09,0,1,0,2.34,0,2.49
Gm43506,15.54,26.51,7.85,5.49,1,2.64,3.02,2.92,2.13
Fam83a,6.88,11.46,0.35,34.94,21.86,31.48,0,1.09,1.95
Gstt3,609.34,1104.88,823,200.36,103.98,159.81,171,99.35,143
Zfp459,73.23,95.23,19.34,8.24,10.85,2.87,17.14,10.38,3.58
Gm15427,10494.49,17345.78,17585.83,1490.85,1079.68,1549.2,3050.82,2471.63,2063.69
Gm37612,132.84,134.64,17.17,18.61,12.29,14.72,15.41,15.01,17.34
Csdc2,118.23,192.22,287,31,17,10,50.44,27,24
Ifitm2,6306.06,9188,9329.69,2734.8,1943.45,2484.77,1351.3,1139.71,1726
Pdlim2,454,470,712,79,58,58,103.68,90,87
Homer2,223,358.89,344,29,19,22,57,12,90
Boc,2972,4014,3935,262,180,166,869,194,826
Podxl2,300.52,596.84,770.78,43.62,23.93,55.91,144.18,92.61,53.22
Rps27,14709.31,20157.39,13334.17,1289.19,925.14,1198.07,3411.54,2575.84,2565.45
Gm16459,31.76,39.55,3.09,3.98,1.31,3.74,6.26,4.06,3.38
E330013P04Rik,23,47,22,6,0,4,11,3,3
Rgs7bp,207.25,312.35,442.72,62.49,50.72,53.33,14.74,75.27,89.66
Mxra8,4523.99,5989,7648.99,1374,919,1284,1374.77,907.86,1135.94
Gm28900,366.53,565.4,127.23,76.36,42.56,72.14,37.11,100.89,62.96
Rpl18a,17183.52,25542.48,32954.67,3209.83,2243,2898.8,6360.83,4197.14,3805.31
Smco1,121.41,119.91,14.92,24.78,14.75,17.02,22.21,12.91,13.6
Serpinf1,10875,13916,28859,2251,1616,2049,3868,823,5511
Sult5a1,81,111,113,22,7,16,24,14,20
Gm14849,66.69,100.88,18.96,10.29,2.98,0.8,16.01,3.87,15.87
Trhde,28.31,50.74,33.95,12,4.34,10,13.8,0,8
Il17rb,129,169,94,17,14,15,28,15,33
Phactr1,172.09,300.18,171.77,34.15,32.26,33.25,35,23,67
Nenf,1921,2510,3069,431,324,394,606,432,421
Kremen2,19.66,30.41,12.21,6.08,3.03,0,6.17,3.02,2.93
Maats1,63.8,73.45,15.54,9.16,8.93,7.85,11.91,8.83,9.01
RP23-174M4.3,17,42,23,5,3,3,4,3,9
