ID,gene,fullname,Subject 1- Haired,Subject 2- Haired,Subject 3- Haired,Subject 4- Haired,Subject 5- Haired,Subject 1- Bald,Subject 2- Bald,Subject 3- Bald,Subject 4- Bald,Subject 5- Bald,Haired,Bald,Haired-Bald,P-values
212986_s_at,TLK2,tousled like kinase 2(TLK2),5.1936160343,5.508223263,5.6041048992,5.6549209595,5.2232197243,5.3744111138,5.0462575769,5.519060192,5.3559092123,4.8265410132,5.4368169761,5.2244358216,0.2123811544,0.2169200425
202525_at,PRSS8,"protease, serine 8(PRSS8)",6.6447340911,8.3352596129,7.8963893839,8.1673507516,7.5319904612,6.7646692676,8.5462533211,7.8856515362,7.5615948982,6.7561458382,7.7151448601,7.5028629723,0.2122818879,0.6533327208
215438_x_at,GSPT1,G1 to S phase transition 1(GSPT1),6.968955764,7.036225054,7.5232351957,7.4797538346,7.8150444389,6.5669243412,7.1881758816,7.3853589006,7.1402352937,7.4817378485,7.3646428574,7.1524864531,0.2121564043,0.3733525994
201183_s_at,CHD4,chromodomain helicase DNA binding protein 4(CHD4),7.7483371119,7.8866428124,8.003571768,7.9486914219,7.4747663391,7.3140588622,7.954837411,8.0345959533,7.9418864444,6.7560797709,7.8124018906,7.6002916883,0.2121102023,0.4465652275
221193_s_at,ZCCHC10,zinc finger CCHC-type containing 10(ZCCHC10),5.4533761342,6.4437186947,6.6081251899,5.843513686,6.357153625,5.375204202,5.809349717,5.9915990069,6.311954432,6.1574591125,6.1411774659,5.9291132941,0.2120641718,0.4523832435
222244_s_at,Tug1,taurine up-regulated 1 (non-protein coding)(TUG1),8.7425110119,9.2383768884,9.0074262312,9.0930667851,9.033593692,8.5331709687,8.8950899099,8.8694507233,8.8549794322,8.9019638049,9.0229949217,8.8109309678,0.2120639539,0.08237729
208676_s_at,PA2G4,proliferation-associated 2G4(PA2G4),8.1890914144,8.0074379489,7.9720177835,8.0212487356,8.0426571404,7.6504059945,8.0529664622,8.0185384838,7.8983389729,7.5523435611,8.0464906046,7.8345186949,0.2119719097,0.081945194
211948_x_at,PRRC2C,proline rich coiled-coil 2C(PRRC2C),7.1800472836,7.1594973983,6.8986794979,7.0728650098,6.9904646237,6.6259659486,6.7077733815,7.1275801475,7.4544778765,6.3259634348,7.0603107627,6.8483521578,0.2119586049,0.3320244954
204328_at,TMC6,transmembrane channel like 6(TMC6),5.5306902986,6.0541766688,5.6925865464,5.9553209414,5.8185348857,5.6127617744,5.2961060518,5.4897213348,5.8774788727,5.7158468171,5.8102618682,5.5983829702,0.211878898,0.1567614428
214030_at,CRYBG3,crystallin beta-gamma domain containing 3(CRYBG3),6.6940628054,7.1886065486,7.0861832612,6.925013517,6.7783810822,6.728160793,6.6543500387,6.9078991677,7.0176914591,6.3058430578,6.9344494429,6.7227889033,0.2116605396,0.2045535452
212088_at,PMPCA,"peptidase, mitochondrial processing alpha subunit(PMPCA)",6.6779060702,6.4822434309,6.7719386489,6.9055519954,6.5664296229,6.0719520449,6.9648921925,6.6457254324,6.6385888279,6.0247056363,6.6808139536,6.4691728268,0.2116411268,0.3128697613
207417_s_at,ZNF559-ZNF177,ZNF559-ZNF177 readthrough(ZNF559-ZNF177),4.3035181173,3.3622739158,3.2451801339,3.2233077785,3.6889407908,3.4558107668,3.2535061698,3.1456637618,3.2796740907,3.6304602239,3.5646441473,3.3530230026,0.2116211446,0.3639618952
204937_s_at,ZNF274,zinc finger protein 274(ZNF274),6.1814472771,7.0967876695,7.2037052674,7.3707553993,7.5391277851,6.6044914652,6.2947080431,7.0948051591,7.0474920387,7.2923175831,7.0783646797,6.8667628578,0.2116018218,0.4983029589
205462_s_at,HPCAL1,hippocalcin like 1(HPCAL1),3.8133362852,4.1587365085,3.7689309446,3.6205808391,3.9097472832,3.7987328073,4.0886921724,3.7497673326,3.9570604263,2.6190715128,3.8542663721,3.6426648503,0.2116015219,0.4677106211
204062_s_at,ULK2,unc-51 like autophagy activating kinase 2(ULK2),5.805220061,5.8419273423,5.7798450594,6.0709937592,5.8525001714,5.6561433762,5.370049865,5.6130589868,5.6728945659,5.9803651347,5.8700972787,5.6585023857,0.211594893,0.0911097615
204786_s_at,IFNAR2,interferon alpha and beta receptor subunit 2(IFNAR2),5.3611953076,4.5433227744,4.4484316687,4.473542243,4.9676226068,4.6627953912,4.65202407,4.3205010689,4.3988057927,4.703302346,4.7588229201,4.5474857338,0.2113371863,0.3077245814
209914_s_at,NRXN1,neurexin 1(NRXN1),3.2193432599,2.9831068874,2.8495592404,2.8791628893,3.2461053784,2.9782830309,2.6780151655,2.632618143,2.8551100627,2.976961213,3.0354555311,2.824197523,0.2112580081,0.093279605
209014_at,MAGED1,MAGE family member D1(MAGED1),7.7281160898,8.2267893155,8.0283840519,8.1535729057,8.2438047271,7.46376295,7.9289664072,7.8148462763,8.014275947,8.1031867638,8.076133418,7.8650076689,0.2111257491,0.1864013435
216294_s_at,KIAA1109,KIAA1109(KIAA1109),4.6193810808,3.5577387122,3.5429367617,3.6686211206,3.5486198477,3.6320789075,3.558928575,3.4938391853,3.5726065572,3.6247438213,3.7874595046,3.5764394093,0.2110200953,0.3460323626
202165_at,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2(PPP1R2),6.5396342016,7.0093303748,7.2728581722,7.3266137448,7.2480781343,6.5882026691,6.764372166,6.9872272264,6.9773478202,7.0247937171,7.0793029256,6.8683887197,0.2109142058,0.2441907512
207165_at,HMMR,hyaluronan mediated motility receptor(HMMR),4.3279681163,4.1077230994,4.0742205171,3.9114654301,4.6016056619,4.0356295397,3.956003387,3.7031149891,3.8268828996,4.4470448641,4.204596565,3.9937351359,0.2108614291,0.2603608675
65133_i_at,INO80B-WBP1,INO80B-WBP1 readthrough (NMD candidate)(INO80B-WBP1),3.6165300243,4.5589178025,5.0493349675,4.6542013932,4.0775614165,3.5332067417,4.5646049819,4.8040292866,4.3089080588,3.6918276989,4.3913091208,4.1805153536,0.2107937672,0.5628545103
202974_at,MPP1,membrane palmitoylated protein 1(MPP1),6.6596682975,6.4401510873,6.5172667787,6.5587647761,6.6864970255,6.3940934203,6.2745544576,6.0625701093,6.2896868506,6.7876001493,6.572469593,6.3617009974,0.2107685956,0.1373970857
32042_at,ENOX2,ecto-NOX disulfide-thiol exchanger 2(ENOX2),4.8106409338,4.0020686933,4.3163456199,4.4394941535,4.7358096046,4.6060651593,3.9777883953,4.0184691378,3.9157684035,4.7330093542,4.460871801,4.25022009,0.210651711,0.380275522
213549_at,PDZD8,PDZ domain containing 8(PDZD8),6.6183354292,6.7518833705,7.1375923574,6.5516941749,6.7262442537,6.7732271837,6.1882866962,6.5822561129,6.5522556322,6.6364748335,6.7571499171,6.5465000917,0.2106498255,0.1729182525
220342_x_at,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3(EDEM3),3.6886928776,4.5389444697,4.8658923946,4.6249312876,3.9299342188,3.452093145,4.229112201,4.7885793314,4.0903442487,4.0352664465,4.3296790496,4.1190790745,0.2105999751,0.5139680649
212570_at,ENDOD1,endonuclease domain containing 1(ENDOD1),6.135256786,6.7424670341,7.2383301185,7.4852063807,6.6876857114,6.168296743,6.3605237087,6.9187670862,7.3174283522,6.4747093052,6.8577892062,6.6479450391,0.2098441671,0.522249525
203744_at,HMGB3,high mobility group box 3(HMGB3),5.4140588286,5.3322842274,5.2736057756,5.2721529287,5.5897333207,4.9231175112,5.2065350803,5.1321948563,5.1799048316,5.3925834037,5.3763670162,5.1668671366,0.2094998796,0.0602522362
212923_s_at,PXDC1,PX domain containing 1(PXDC1),6.7671148782,7.4492592684,7.8563119139,7.3413505157,7.4496224485,6.9295400662,7.1944870009,7.5214190609,7.2026485852,6.9689894485,7.3727318049,7.1634168324,0.2093149726,0.3360395608
202150_s_at,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9(NEDD9)",4.6011753171,4.6012744605,4.8671808679,4.7162537797,4.4267574013,4.4175062265,4.3306108151,4.5909004194,4.5076394549,4.3195758116,4.6425283653,4.4332465455,0.2092818198,0.0474085489
202598_at,S100A13,S100 calcium binding protein A13(S100A13),7.0318298715,7.3505343748,7.3257537341,7.2791685356,7.2927145814,6.7542939248,6.8935915577,7.2493659793,7.1687487256,7.1676245745,7.2560002195,7.0467249524,0.2092752671,0.0955746023
203660_s_at,PCNT,pericentrin(PCNT),4.9494508901,5.8367740844,5.2223612614,5.3358869494,5.3298738179,4.9322701787,5.2368331614,5.304036393,5.2407310477,4.9145607924,5.3348694006,5.1256863146,0.209183086,0.2436813347
219235_s_at,PHACTR4,phosphatase and actin regulator 4(PHACTR4),6.8402976166,7.2553137749,7.1984507386,7.4385206669,6.6328067987,6.3827590608,7.216755363,7.3250602998,6.9801897426,6.4147423929,7.0730779191,6.8639013718,0.2091765473,0.4206283058
210009_s_at,GOSR2,golgi SNAP receptor complex member 2(GOSR2),5.7322350043,5.4615047894,5.4033546496,5.4133984334,5.1263467021,5.0923818011,5.2117880566,5.2454230242,5.23313251,5.3087277135,5.4273679157,5.2182906211,0.2090772946,0.0759282288
221764_at,R3HDM4,R3H domain containing 4(R3HDM4),4.963195731,6.2569764745,6.4492036277,6.6506158022,5.7997021601,5.6550534118,6.3715266281,6.7246255809,6.4755692137,3.8486897347,6.0239387591,5.8150929139,0.2088458452,0.7379582442
207950_s_at,ANK3,ankyrin 3(ANK3),3.867059557,4.4528261579,3.714546666,4.1377894933,3.4423631172,3.6912203558,3.7097229383,3.6518369926,3.714546666,3.8049441234,3.9229169983,3.7144542152,0.2084627831,0.2693688301
208830_s_at,SUPT6H,"SPT6 homolog, histone chaperone(SUPT6H)",4.4753263714,5.9128969987,5.9458715364,5.9467301584,5.5464837811,5.0577559352,5.7656055003,6.1341334388,5.7202075875,4.107326146,5.5654617692,5.3570057216,0.2084560476,0.6595335884
216210_x_at,TRIOBP,TRIO and F-actin binding protein(TRIOBP),7.202912706,7.242164601,7.2319874059,7.1584408464,7.9025684257,6.8283703437,6.9787698243,7.3009098524,7.0724054374,7.5155373486,7.347614797,7.1391985613,0.2084162357,0.2923431279
64488_at,IRGQ,immunity related GTPase Q(IRGQ),6.217263002,5.9984391067,6.0557795915,5.9991490098,6.239151499,5.7474999212,5.9561307141,5.816603239,5.7241738418,6.223358639,6.1019564418,5.893553271,0.2084031708,0.0845397889
209863_s_at,TP63,tumor protein p63(TP63),10.2931128272,10.4839185354,10.052086121,10.5056261944,10.5056261944,10.2678704967,10.2405129009,9.9915239719,10.0142552728,10.2843588934,10.3680739745,10.1597043071,0.2083696673,0.0936220147
202008_s_at,NID1,nidogen 1(NID1),4.7652857009,4.6987428326,5.1233073816,4.6718485447,4.4555682905,4.7161219438,4.5807235323,4.7264960021,4.6739628879,3.9759589094,4.7429505501,4.5346526551,0.2082978949,0.2771639491
214501_s_at,h2afy,H2A histone family member Y(H2AFY),8.67008706,9.0882085271,9.0637264586,9.0668317181,8.4860216552,8.0459937493,8.9581621344,8.9836046234,8.998174964,8.3475838115,8.8749750838,8.6667038565,0.2082712273,0.3990877539
205701_at,IPO8,importin 8(IPO8),3.4689932604,3.1644961978,3.2482858648,3.3990805636,3.1276238708,3.3204452525,3.1338352384,3.0957730556,3.1095178598,2.7075528406,3.2816959515,3.0734248494,0.2082711021,0.1207307766
206415_at,TLL1,tolloid like 1(TLL1),4.6956705063,3.317108087,3.1616881092,3.2512928098,4.0069842854,3.8198454443,3.2729670539,3.0940882452,3.1128549848,4.0939455589,3.6865487596,3.4787402574,0.2078085022,0.5759787383
203077_s_at,SMAD2,SMAD family member 2(SMAD2),6.492155149,7.014715587,7.060707819,7.0795405705,7.3488172799,6.1918873232,6.9293405585,6.9108380544,6.8794498171,7.0461690721,6.9991872811,6.7915369651,0.207650316,0.3446854054
212169_at,FKBP9,FK506 binding protein 9(FKBP9),9.7292181262,7.9211356587,7.9965988982,7.9645502528,8.1255211326,8.1715788944,7.9201444014,8.374841699,7.9535812305,8.2794216139,8.3474048137,8.1399135679,0.2074912458,0.5785376234
218309_at,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1(CAMK2N1),6.7229064164,7.7336663032,8.0692870271,7.220886918,7.2456001457,7.6313751261,7.0498714146,7.1945859859,7.1877136173,6.8915430112,7.3984693621,7.191017831,0.2074515311,0.4519973532
206075_s_at,CSNK2A1,casein kinase 2 alpha 1(CSNK2A1),6.2780560623,7.0469635431,7.1139688128,7.0768322681,6.5415837574,5.7384467069,7.0187474366,7.1446298984,6.8670271884,6.2514924467,6.8114808887,6.6040687354,0.2074121533,0.5284521546
219100_at,STN1,"STN1, CST complex subunit(STN1)",6.4885215,6.722114598,6.6071352778,6.9227330499,6.9490332875,5.9651006315,6.504512504,6.6496906094,6.5542705028,6.9792981011,6.7379075426,6.5305744698,0.2073330729,0.2982880427
203564_at,FANCG,Fanconi anemia complementation group G(FANCG),3.617606927,3.9094504534,4.4203475853,4.6128065872,4.5815827588,3.5902836741,4.0388013747,4.4765158403,4.1631641042,3.836596468,4.2283588624,4.0210722922,0.2072865701,0.4277958551
56829_at,TRAPPC9,trafficking protein particle complex 9(TRAPPC9),5.7577246025,5.4404255381,5.2106808497,5.1889078204,5.4248136133,5.5517038019,5.2719705432,4.9586519114,5.1552896566,5.0489173459,5.4045104848,5.1973066518,0.207203833,0.1917778771
201223_s_at,RAD23B,"RAD23 homolog B, nucleotide excision repair protein(RAD23B)",8.7956716016,9.0393744908,9.0707639077,9.1318866371,9.389268313,8.7190189096,9.0803440115,8.9600133461,8.7361346782,8.8956513153,9.0853929901,8.8782324521,0.2071605379,0.1147916437
220128_s_at,NIPAL2,NIPA like domain containing 2(NIPAL2),6.8929972433,7.248210235,6.7885907109,7.0620292949,6.6646901844,6.5825526913,6.9837909993,6.7801319168,6.6422891493,6.6320135399,6.9313035337,6.7241556593,0.2071478744,0.1380908678
203267_s_at,DRG2,developmentally regulated GTP binding protein 2(DRG2),5.3810190042,5.7411551688,5.8178078032,5.8082269737,5.6695580377,5.6679393157,5.9655629005,5.8265967882,5.7426754855,4.1806092938,5.6835533975,5.4766767567,0.2068766408,0.5568383796
211555_s_at,GUCY1B3,guanylate cyclase 1 soluble subunit beta(GUCY1B3),3.4595765366,3.0708608747,4.1546399126,3.5645449896,3.249442307,3.2330875165,3.0439007207,3.2955331992,3.6004265286,3.2922622855,3.4998129241,3.2930420501,0.206770874,0.3429354821
217492_s_at,PTENP1,phosphatase and tensin homolog pseudogene 1(PTENP1),6.2395305575,7.4421226674,7.7191303791,7.6743942666,7.5910005258,6.2466024731,6.9953543765,7.4384216935,7.2627145542,7.6901203682,7.3332356793,7.1266426931,0.2065929862,0.5936419463
217223_s_at,BCR,"BCR, RhoGEF and GTPase activating protein(BCR)",3.9631730687,4.4819009293,4.3729347604,4.7840187454,4.4174073875,3.8764758875,4.6317046399,4.3428026874,4.4683548396,3.6677949585,4.4038869782,4.1974266026,0.2064603756,0.3856798079
204658_at,TRA2A,transformer 2 alpha homolog(TRA2A),6.8454199844,6.465790199,6.6066728869,6.5816281289,6.9978667854,6.564579833,5.8214435112,6.6473778348,6.5583685151,6.8741644312,6.6994755969,6.493186825,0.2062887719,0.337273385
205618_at,PRRG1,proline rich and Gla domain 1(PRRG1),3.9671044966,3.5401617095,4.2769540421,3.5765050867,3.8303191202,3.6467483738,3.4674075694,3.6399418734,3.6649867854,3.7407148631,3.838208891,3.631959893,0.206248998,0.1861330691
218904_s_at,C9orf40,chromosome 9 open reading frame 40(C9orf40),3.7034124892,3.3672958534,3.145696528,3.3880451226,3.375357693,3.4189042358,3.134892179,2.7967609513,3.1761925412,3.422340795,3.3959615372,3.1898181405,0.2061433968,0.1939578906
202416_at,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7(DNAJC7),7.4875839428,7.7524330342,7.4329029674,7.4878811038,7.5909660304,6.9016197828,7.3820208864,7.702212727,7.4397754602,7.2954572694,7.5503534157,7.3442172251,0.2061361906,0.1836004845
204442_x_at,LTBP4,latent transforming growth factor beta binding protein 4(LTBP4),5.2202464789,5.6183126682,5.5178710758,5.5163514424,5.3863060528,5.4478923966,5.1235715558,5.4571436255,5.423310582,4.7767173716,5.4518175436,5.2457271063,0.2060904373,0.2049716342
211630_s_at,GSS,glutathione synthetase(GSS),7.7921142976,7.5870008955,7.6402617856,7.8286571571,7.3008753596,7.3863824535,7.675548576,7.3497088535,7.5283232171,7.1793869389,7.6297818991,7.4238700078,0.2059118913,0.1405441255
207408_at,SLC22A14,solute carrier family 22 member 14(SLC22A14),6.596561752,5.6520137412,5.6142157984,5.642762501,6.0040884122,5.8176763856,5.6523769262,5.6044688405,5.5944910138,5.8111342082,5.901928441,5.6960294749,0.2058989661,0.3199105969
212106_at,FAF2,Fas associated factor family member 2(FAF2),5.3927147962,5.0700134912,5.1675475259,5.1738248607,5.633742356,5.2631651441,5.5068348495,5.2767117883,5.2327682643,4.1289670734,5.287568606,5.0816894239,0.2058791821,0.4569736556
221999_at,VRK3,vaccinia related kinase 3(VRK3),3.8104290162,3.6337309947,4.3830789085,3.6149645604,3.6243475826,3.637431724,3.5759774873,3.491262304,3.6954496943,3.6372992091,3.8133102125,3.6074840837,0.2058261287,0.2099550802
218959_at,HOXC10,homeobox C10(HOXC10),2.744095333,4.0132281937,3.6065718043,3.2233738157,3.0207055814,2.5802168213,3.1205530011,3.8864869366,3.6245787302,2.3672075509,3.3215949456,3.115808608,0.2057863376,0.5903086302
220143_x_at,LUC7L,LUC7 like(LUC7L),4.4050831754,4.1523931545,4.0740220594,4.6315392377,4.2795309486,3.9369721816,4.1352120002,4.1352120002,4.1875478111,4.1188241578,4.3085137151,4.1027536302,0.2057600849,0.0918295122
214222_at,DNAH7,dynein axonemal heavy chain 7(DNAH7),5.0875254698,3.6027723135,3.4852820352,3.5436636519,3.9903647773,4.1489568752,3.737245558,3.4455017281,3.4886853099,3.8604846335,3.9419216495,3.736174821,0.2057468286,0.5458376236
212679_at,TBL2,transducin beta like 2(TBL2),3.2716445439,2.2361710108,2.1998599811,2.2227897261,2.4818561989,2.3922849961,2.2152897775,2.1699918127,2.1975804718,2.4089372408,2.4824642922,2.2768168598,0.2056474324,0.3563911043
221767_x_at,HDLBP,high density lipoprotein binding protein(HDLBP),8.4589611086,8.5038960826,8.3006339785,8.4680142558,8.5396451733,7.9346824397,8.3709432337,8.2591352267,8.250148692,8.4280359173,8.4542301198,8.2485891019,0.2056410179,0.061690231
215306_at,#N/A,#N/A,3.0040209532,3.4813502256,2.8350873919,2.8048887541,3.4252811053,2.9260137885,2.8265960764,2.7027619189,2.7420138233,3.325103936,3.110125686,2.9044979086,0.2056277774,0.2930626532
202705_at,CCNB2,cyclin B2(CCNB2),5.8570934647,6.0306184755,6.25344059,6.0443302896,6.0755195818,5.6150742994,5.8624785439,6.043339583,5.9709817016,5.7410230534,6.0522004803,5.8465794363,0.2056210441,0.0730955692
205393_s_at,CHEK1,checkpoint kinase 1(CHEK1),4.9848036426,4.1929662109,4.238859451,4.1679878452,4.8190753,4.2682976934,4.178428623,4.0649032816,4.1217317616,4.7426204116,4.4807384899,4.2751963542,0.2055421357,0.3618013349
203509_at,SORL1,sortilin related receptor 1(SORL1),6.5509003569,7.0472277606,6.6687214932,6.726607413,6.6962766054,6.7274667509,6.3053469567,6.391978006,6.6258359407,6.6121564594,6.7379467258,6.5325568228,0.2053899031,0.1103110772
202804_at,abcc1,ATP binding cassette subfamily C member 1(ABCC1),7.2680996386,7.3199070873,7.3170652397,7.5221117894,7.954076585,7.2601712546,7.1252026692,6.8885036321,7.0744189474,8.0069742129,7.476252068,7.2710541432,0.2051979247,0.4011995665
213152_s_at,SRSF8,serine and arginine rich splicing factor 8(SRSF8),6.9705744502,7.2609967575,7.1562599821,7.2993227882,6.9956192395,6.6080591715,6.7545587841,7.1172722902,7.162603412,7.0143193591,7.1365546435,6.9313626034,0.2051920401,0.1436829956
212952_at,#N/A,#N/A,10.8378437694,9.4805264737,9.2806343803,8.7429072769,10.3099636501,9.691454201,9.5059014467,9.2978808157,9.1522412312,9.9785056219,9.7303751101,9.5251966633,0.2051784468,0.6232595065
219398_at,CIDEC,cell death inducing DFFA like effector c(CIDEC),6.5631909324,6.664954512,7.0197381593,6.0361371188,6.7556828357,6.1450364546,6.458718948,6.3669993351,6.5259883466,6.5172652982,6.6079407116,6.4028016765,0.2051390351,0.2785201803
217967_s_at,FAM129A,family with sequence similarity 129 member A(FAM129A),7.9348805498,8.6281598163,8.6428622634,8.2515362829,8.8106395908,8.5331365813,7.9948811404,8.4583007092,8.085477505,8.1707202682,8.4536157006,8.2485032408,0.2051124598,0.3129581997
206165_s_at,CLCA2,chloride channel accessory 2(CLCA2),9.3502494836,9.4064177049,9.9324149729,10.0433975506,10.0999935251,9.0444645037,9.1590145453,9.7951329253,9.699714148,10.1088485041,9.7664946474,9.5614349252,0.2050597222,0.4479576447
219732_at,PLPPR1,phospholipid phosphatase related 1(PLPPR1),4.5511865288,4.2224382777,4.0696611843,3.9700123584,4.7573228521,4.2930776922,4.0845288126,4.0117746152,3.9276551945,4.2298390652,4.3141242402,4.1093750759,0.2047491643,0.244203646
203524_s_at,MPST,mercaptopyruvate sulfurtransferase(MPST),7.238859833,7.4486972321,7.1141008681,7.3053029925,7.1469427225,7.0001121426,7.4719239055,7.0601465223,6.9259043826,6.7721367873,7.2507807296,7.0460447481,0.2047359816,0.1575957895
212482_at,RMND5A,required for meiotic nuclear division 5 homolog A(RMND5A),7.2444107428,7.8984057299,7.6802746297,7.5552508814,7.5117047476,7.1078241616,7.6781599575,7.4741051849,7.1704017133,7.4361095233,7.5780093463,7.3733201081,0.2046892381,0.2086113183
218412_s_at,GTF2IRD1,GTF2I repeat domain containing 1(GTF2IRD1),6.6377294903,7.0305756615,7.1058402211,7.1748940327,7.0352337135,6.5676514616,6.8095374077,7.0556198565,6.8929304784,6.6351849773,6.9968546238,6.7921848363,0.2046697875,0.1497845271
200611_s_at,WDR1,WD repeat domain 1(WDR1),8.2519993685,9.2001155374,9.097031327,9.0610827598,8.7218945029,8.2493562129,9.0142987413,8.8572922237,8.9977786819,8.1900828375,8.8664246991,8.6617617394,0.2046629597,0.4399782432
210282_at,ZMYM2,zinc finger MYM-type containing 2(ZMYM2),4.0642753367,3.0725464328,3.0426117714,3.0853983109,3.7232696659,3.3444324115,3.0368301669,2.9414103532,3.0674910671,3.5747216973,3.3976203035,3.1929771392,0.2046431643,0.4185822676
206936_x_at,#N/A,#N/A,7.9601901654,5.8396811971,5.5983568674,5.6543925756,6.6999777043,7.2282877772,5.8048568982,5.7220588428,5.3263714546,6.6482369838,6.350519702,6.1459623913,0.2045573106,0.7273315314
221954_at,OSER1,oxidative stress responsive serine rich 1(OSER1),4.1197495027,4.3413157487,4.4900621456,4.1526907074,4.7185669592,4.3709194746,3.7717058113,4.3331217094,3.9781399713,4.3460078015,4.3644770127,4.1599789536,0.2044980591,0.2482582602
212399_s_at,VGLL4,vestigial like family member 4(VGLL4),7.2117010483,7.811641146,7.9958724454,7.7200212091,7.2481111606,7.3583987237,7.3729360834,7.5732904456,7.5847891415,7.0754440644,7.5974694019,7.3929716917,0.2044977102,0.2936695355
221705_s_at,SIKE1,suppressor of IKBKE 1(SIKE1),5.6138858889,5.9612028205,5.9487127361,5.5673653429,5.7502743573,5.9447481316,5.3532654128,5.4920340951,5.4607119668,5.5684219204,5.7682882291,5.5638363053,0.2044519238,0.1552596351
216035_x_at,TCF7L2,transcription factor 7 like 2(TCF7L2),6.8288986099,7.461086244,7.7058470997,7.2194980757,7.1539465593,7.1551021655,6.9239224365,7.2037044845,7.2872303235,6.7770926062,7.2738553177,7.0694104032,0.2044449145,0.2777604957
212193_s_at,LARP1,La ribonucleoprotein domain family member 1(LARP1),6.6999109568,6.7487773783,6.6252077939,6.8858276435,5.9574026714,6.4409766081,6.9253429972,6.958812986,6.9496607548,4.6208680604,6.5834252888,6.3791322813,0.2042930075,0.680741303
203627_at,IGF1R,insulin like growth factor 1 receptor(IGF1R),5.1098928207,5.0123587345,5.1916341047,5.0424247211,4.9824908134,4.987512697,4.828655799,5.0588786128,4.9142959066,4.5283225138,5.0677602389,4.8635331058,0.204227133,0.0740884822
202149_at,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9(NEDD9)",4.3813604896,5.5571223006,5.7293271856,5.3319220415,5.2444317698,4.8737228057,5.0765884242,5.1255539876,5.0784396061,5.0687913885,5.2488327574,5.0446192424,0.204213515,0.4140488308
211780_x_at,DCTN1,dynactin subunit 1(DCTN1),6.8110571211,7.2758319274,6.6337649621,6.8915105676,6.525295598,6.6509123675,6.8484261447,6.8840761073,6.6482363366,6.0848053058,6.8274920352,6.6232912524,0.2042007829,0.3207236094
221306_at,GPR27,G protein-coupled receptor 27(GPR27),6.8859920803,5.4692360963,4.9683823959,5.4864501979,5.6187086591,6.0454543291,5.4087064271,5.3243889279,5.1024260471,5.5272541022,5.6857538859,5.4816459667,0.2041079192,0.5825629468
207017_at,RAB27B,"RAB27B, member RAS oncogene family(RAB27B)",4.8247572645,4.5497982806,4.5609661205,5.0278213118,4.1521282418,4.2293099695,4.5281903421,4.8725340848,4.3305452063,4.1344857108,4.6230942438,4.4190130627,0.2040811811,0.3310225247
206935_at,PCDH8,protocadherin 8(PCDH8),3.5606462414,2.8896036713,3.1371388693,2.8500874993,3.266127472,3.0946495606,2.8146027164,2.7585666592,2.7738974001,3.2423057055,3.1407207507,2.9368044084,0.2039163423,0.2461548255
202545_at,PRKCD,protein kinase C delta(PRKCD),6.0693756503,6.0507404581,5.9421050972,6.0913138298,5.9964234801,5.2135060861,5.8704744096,6.191094757,5.9010040446,5.954792695,6.0299917031,5.8261743984,0.2038173047,0.2528677607
202972_s_at,FAM13A,family with sequence similarity 13 member A(FAM13A),5.2415242735,5.2120525529,5.6263081492,5.2063696454,5.0757956038,4.8978419718,5.2553343604,5.0694517009,4.9942523202,5.1261478517,5.272410045,5.068605641,0.203804404,0.1032571503
203083_at,THBS2,thrombospondin 2(THBS2),8.4547324279,8.5659454323,8.3870015289,8.4810334499,8.8970732412,8.2726159761,8.2506124127,8.0445076725,8.4924648296,8.7066300072,8.557157216,8.3533661796,0.2037910364,0.196059373
201545_s_at,BCL2L2-PABPN1,BCL2L2-PABPN1 readthrough(BCL2L2-PABPN1),4.9010803835,5.8995497931,5.5034661879,5.8053198026,5.239872484,4.9922710593,5.3528031849,5.7036883917,5.7065962486,4.5757023019,5.4698577302,5.2662122373,0.2036454929,0.4945467343
215016_x_at,DST,dystonin(DST),6.9743078895,7.5264409433,7.6808360177,7.4336970136,7.8090978552,7.2396868305,6.8942189812,7.3105889713,7.3927265577,7.569094044,7.4848759439,7.281263077,0.2036128669,0.2935724697
211697_x_at,PNO1,partner of NOB1 homolog(PNO1),8.839385468,6.2994327865,5.9763014674,6.4351284976,7.1593982974,7.7361455722,6.3566576084,6.2709854869,6.1198277981,7.2090256601,6.9419293034,6.7385284252,0.2034008782,0.7435662877
211725_s_at,BID,BH3 interacting domain death agonist(BID),4.8845597775,5.2884080294,5.2887051661,5.4774967851,5.2432426979,4.403068213,5.1665900471,5.2310841734,5.2314804104,5.1332521357,5.2364824912,5.0330949959,0.2033874953,0.3056294944
201233_at,PSMD13,"proteasome 26S subunit, non-ATPase 13(PSMD13)",6.1972070587,6.162317203,6.1871295395,6.4142140265,5.5431132587,5.8006934568,6.148042717,6.2130988718,6.1247830416,5.2007199302,6.1007962173,5.8974676035,0.2033286138,0.4189122192
204063_s_at,ULK2,unc-51 like autophagy activating kinase 2(ULK2),4.0392643171,4.0422383472,3.8137331775,3.8977211793,3.8036894308,3.9210476115,3.5414172027,3.7552521907,3.7716404263,3.5909113148,3.9193292904,3.7160537492,0.2032755412,0.0453361486
