!Sample_title,Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3
A_52_P625244,Ube3a,ubiquitin protein ligase E3A,1.424550414,1.808643081,1.480837827,1.497450827,1.413094836,1.841418408
A_52_P113537,Xist,inactive X specific transcripts,1.361549103,2.015270518,1.741530283,2.252681275,1.91844687,1.841297741
A_51_P169920,Noc2l,nucleolar complex associated 2 homolog (S. cerevisiae),1.533357056,1.633974784,1.635107254,1.481014845,1.849287032,1.841170197
A_52_P615245,A630052C17Rik,RIKEN cDNA A630052C17 gene,0.756809851,1.784891777,0,0,0.335937023,1.840698929
A_55_P2011300,Fggy,FGGY carbohydrate kinase domain containing,3.608696396,3.530595054,3.740541676,3.293318968,4.496353773,1.840554759
A_51_P100828,Prdx3,peroxiredoxin 3,1.392817229,1.619655637,1.586449457,1.528868247,1.854047309,1.839336959
A_51_P199866,Pin1,protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1,1.413357329,1.649049382,0.383243987,1.68679542,1.370546641,1.839156018
A_51_P482425,Lins,lines homolog (Drosophila),1.521453308,1.119169495,1.003790148,1.814587523,1.58831421,1.838899151
A_55_P1995684,Zfp605,zinc finger protein 605,0,0.092712595,0,1.622257933,2.190121143,1.838767059
A_55_P2330215,A730090N16Rik,RIKEN cDNA A730090N16 gene,0.313903435,0.560240486,3.320550964,0,0.351637881,1.838542263
A_55_P2068977,Armcx3,"armadillo repeat containing, X-linked 3",1.552973652,1.85734802,1.641669055,1.803407245,1.852586947,1.838403053
A_55_P2163319,Peg3,paternally expressed 3,0.96603004,1.637552975,1.171828792,2.574126876,1.899940147,1.83626881
A_66_P138829,Ndufs8,NADH dehydrogenase (ubiquinone) Fe-S protein 8,1.180353988,1.31633253,1.418458619,1.444008134,1.672379035,1.836187973
A_55_P2180301,Clcn5,chloride channel 5,1.243809761,1.98617344,2.029222834,2.344339194,1.91073259,1.835995534
A_55_P2127995,Ccl19,chemokine (C-C motif) ligand 19,1.769287161,1.937166237,2.005345627,2.18614262,3.18066344,1.835759339
A_51_P269173,Alg9,"asparagine-linked glycosylation 9 homolog (yeast, alpha 1,2 mannosyltransferase)",1.623432549,1.455646799,1.674822656,1.617402072,1.579092082,1.835437182
A_55_P2127557,3110003A17Rik,RIKEN cDNA 3110003A17 gene,1.410087759,1.506050711,1.484652579,1.734400555,2.157348718,1.835010468
A_55_P2174027,Frat2,frequently rearranged in advanced T-cell lymphomas 2,1.010288896,1.161372318,0.718040299,1.061701127,0.632231505,1.834932021
A_52_P622244,6030419C18Rik,RIKEN cDNA 6030419C18 gene,1.07603196,0,0,1.312492929,1.491612102,1.834343118
A_52_P209484,Tmem88,transmembrane protein 88,0.411878052,0,1.12414051,0.818940765,1.423526684,1.834040178
A_52_P475080,Arsk,arylsulfatase K,1.594052373,1.693264259,1.424508961,1.813882149,1.427866945,1.83317401
A_55_P1953043,E130311K13Rik,RIKEN cDNA E130311K13 gene,1.142513303,1.438649155,0.280117323,2.13829778,1.865489003,1.832994553
A_51_P276479,4930486L24Rik,RIKEN cDNA 4930486L24 gene,0,1.109078039,0.533699644,2.615179297,1.803178604,1.8329879
A_51_P418056,Sc5d,"sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)",1.898547992,2.12214822,2.086421323,2.059325099,1.998568781,1.832074446
A_52_P589169,2010111I01Rik,RIKEN cDNA 2010111I01 gene,0.288883805,0.030621103,0.488514685,0.089316227,1.040046018,1.832017365
A_55_P2324921,0610039H22Rik,RIKEN cDNA 0610039H22 gene,0.133216749,0,0,0,0,1.831580741
A_55_P2160663,Gm8327,predicted gene 8327,1.812089514,3.195121077,0.763832276,1.363443973,3.412261465,1.831564074
A_52_P432780,Mrpl50,mitochondrial ribosomal protein L50,1.65492483,1.829116847,1.770692118,1.534003344,1.678653236,1.830562836
A_55_P2008427,Dnd1,dead end homolog 1 (zebrafish),1.480329199,1.651948285,1.558016428,1.526587011,1.794916797,1.830070184
A_52_P641922,Nhlrc3,NHL repeat containing 3,0,1.373812318,0.713974179,1.526032188,1.659628187,1.829999046
A_51_P155073,Nudt14,nudix (nucleoside diphosphate linked moiety X)-type motif 14,0.968155834,0.134185765,1.83151672,1.556689291,0.519942191,1.82978543
A_52_P375493,Tfdp1,transcription factor Dp 1,1.38424353,1.537470976,1.430005387,1.42451437,1.876572034,1.82938843
A_55_P2361647,4831440E17Rik,RIKEN cDNA 4831440E17 gene,0,0.194746673,0.403154375,0,0.983848528,1.829373468
A_51_P408989,2810055F11Rik,RIKEN cDNA 2810055F11 gene,1.443921658,1.267690089,1.404130107,1.944014392,1.874559408,1.829359599
A_52_P101333,Sap18,Sin3-associated polypeptide 18,1.159322144,0.864302877,1.280021715,1.380279609,1.848049,1.829325377
A_52_P606679,Tceb3,"transcription elongation factor B (SIII), polypeptide 3",1.832178692,2.039753947,1.870588354,1.711854252,1.915669524,1.828809465
A_51_P488175,Phf20l1,PHD finger protein 20-like 1,1.251704191,1.68223184,1.580258949,1.599871703,1.295283117,1.828744323
A_51_P364871,Olfr361,olfactory receptor 361,0.279707069,0.503046446,2.557993402,1.889670644,1.271923489,1.828676098
A_51_P346668,Irf5,interferon regulatory factor 5,1.8324026,1.677853663,0.945556863,2.214133254,1.986127899,1.828541446
A_55_P2133390,Cep120,centrosomal protein 120,0.141055238,0.411668174,0.225023176,0.416854514,0.237437028,1.828505486
A_55_P2170394,Gm2518,interferon induced transmembrane protein 2 pseudogene,0.419807495,0.26066747,0.460987077,0.422424258,0.218781387,1.828420163
A_55_P2003034,P4ha3,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III",0.155950058,0,0,1.599683444,2.550387792,1.828375374
A_55_P2170335,Bmi1,Bmi1 polycomb ring finger oncogene,0,0,0,0,1.007082446,1.828339125
A_52_P348720,Rhobtb3,Rho-related BTB domain containing 3,1.599375073,1.556906543,1.655515078,1.771729921,1.804949209,1.828106779
A_55_P2031466,Lrrc32,leucine rich repeat containing 32,1.667304348,1.802480795,1.511558284,1.488899359,1.939348437,1.828034729
A_55_P2008567,Rps6,ribosomal protein S6,1.520456715,1.689283895,1.742327636,1.612233615,1.520363479,1.827788753
A_55_P1958349,Nipsnap3b,nipsnap homolog 3B (C. elegans),0.411302916,0.377402294,0,1.806489388,1.629895292,1.827605431
A_51_P349803,Med11,"mediator of RNA polymerase II transcription, subunit 11 homolog (S. cerevisiae)",0.927639752,1.505299936,1.340883085,1.344965638,1.590259488,1.827514636
A_51_P156800,Mob2,MOB kinase activator 2,1.434854099,1.227793226,1.07195218,1.746261113,2.03250816,1.827084468
A_55_P2124741,Cyp2j13,"cytochrome P450, family 2, subfamily j, polypeptide 13",1.925726163,1.77750011,1.426851113,2.501990334,1.949726518,1.82691797
A_52_P139650,Ska1,spindle and kinetochore associated complex subunit 1,1.876054562,0.793043199,1.35927424,2.693891043,3.749224656,1.826721545
A_55_P2176345,Psma5,"proteasome (prosome, macropain) subunit, alpha type 5",1.447682386,1.524269949,1.447999849,1.536363458,2.208831672,1.826290894
A_55_P1990648,Ndufaf4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4",1.975940497,2.218325181,2.018630138,1.731337739,2.440345994,1.826145683
A_55_P2014154,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",0,0,0,0.679629702,0,1.825688957
A_55_P2016069,Adamtsl1,ADAMTS-like 1,1.559384682,1.740452632,1.597124402,1.924443148,2.19273009,1.825683372
A_55_P2149337,Wasf3,"WAS protein family, member 3",0,0,0.207300411,0,0,1.825005466
A_55_P1959338,AI846148,expressed sequence AI846148,1.798376618,0.951467374,1.701333536,1.657144549,2.942055469,1.824853051
A_55_P2155499,Tmem9,transmembrane protein 9,0.889782459,1.572131718,0.555153243,1.570640873,1.627516952,1.824049184
A_51_P520857,Gm12060,selenoprotein K pseudogene,1.358865512,1.585624396,1.539632985,1.404733976,2.156307396,1.823757046
A_52_P659762,Eid2,EP300 interacting inhibitor of differentiation 2,2.132691584,2.329707454,0,1.925402929,2.824942285,1.823613632
A_55_P2107020,Gm10690,predicted gene 10690,0.143450205,0.211097013,2.367891275,0.449860992,0.294675623,1.823100166
A_55_P2070306,Gm3187,predicted gene 3187,0.000183269,0.280995818,0.058926443,0,0,1.823041908
A_51_P372456,Wdr86,WD repeat domain 86,3.283135234,3.960870566,2.889357434,3.345729312,3.884032283,1.823040366
A_51_P292490,Ttbk2,tau tubulin kinase 2,1.66461296,1.348614703,1.613920975,2.044791764,1.740564375,1.822479106
A_55_P1970389,Srsf10,serine/arginine-rich splicing factor 10,1.163066536,1.382746035,1.481508324,1.329700266,1.488073307,1.822403172
A_55_P2056190,Rps3a,ribosomal protein S3A,0.933615007,1.137678212,1.123119345,1.602803607,1.787005527,1.821783509
A_55_P1976859,Fbxl20,F-box and leucine-rich repeat protein 20,0.72350167,0.902356617,0.560904385,0.206034877,0.736933904,1.821474927
A_55_P2179151,Gm10370,predicted gene 10370,2.583925939,2.231632057,2.349367113,0.971105629,2.55242566,1.821397743
A_55_P1971889,F3,coagulation factor III,1.303370305,1.499557732,1.407862415,1.486799865,1.936024832,1.821028538
A_55_P2136880,Ppp1r15a,"protein phosphatase 1, regulatory (inhibitor) subunit 15A",1.463426319,1.477543524,1.517764039,1.613221617,2.136797879,1.820934414
A_55_P2056871,Akap13,A kinase (PRKA) anchor protein 13,1.770102609,1.763312315,1.668422744,1.212836794,1.534370647,1.820009116
A_51_P331021,Ttc32,tetratricopeptide repeat domain 32,0.640188307,2.632796484,1.664212163,2.73966239,2.575399148,1.819751992
A_51_P212754,Tgfbi,"transforming growth factor, beta induced",1.528513657,1.889402651,1.785069392,1.56551176,1.328467351,1.819740173
A_55_P2135200,Slfn10-ps,"schlafen 10, pseudogene",1.639614762,1.936917033,2.020190379,1.957708369,2.181085791,1.819723501
A_52_P204311,Spry4,sprouty homolog 4 (Drosophila),1.474023434,2.110921272,1.914915172,1.655500004,2.266143913,1.81941123
A_51_P479052,Tars,threonyl-tRNA synthetase,1.293442221,1.440174616,0.818455455,1.65980059,1.532215857,1.819410295
A_52_P290725,Arfgef2,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited),1.505300027,1.336239583,1.557906574,1.571851204,2.249422258,1.819229519
A_55_P2090617,Pilra,paired immunoglobin-like type 2 receptor alpha,0.465732294,1.277458279,1.600121645,0.477687922,0.271000182,1.818393177
A_52_P446120,Commd6,COMM domain containing 6,1.463400632,1.923368995,1.701566111,1.669800773,2.032359866,1.818346528
A_51_P378051,Aoc3,"amine oxidase, copper containing 3",1.266025959,1.522380756,1.495557824,1.486091989,2.016850716,1.818128631
A_55_P2041509,1110004F10Rik,RIKEN cDNA 1110004F10 gene,1.463450015,1.480732086,1.38672171,1.59099819,1.940443448,1.817101013
A_55_P2039704,S100a2,S100 calcium binding protein A2,1.213745702,1.621569997,1.023006505,2.202590979,2.367439416,1.816955738
A_52_P222073,Ccbp2,chemokine binding protein 2,1.603078315,1.915370675,1.697291783,1.685142175,1.874765623,1.816171786
A_65_P18433,Ankrd28,ankyrin repeat domain 28,1.729573116,1.720088699,1.686794625,1.411414616,2.046392265,1.814622913
A_51_P375862,Srpk3,serine/arginine-rich protein specific kinase 3,1.637676117,0.895333547,1.392502127,2.088158733,3.495956055,1.814478392
A_66_P138046,Gm12298,predicted gene 12298,1.284495936,1.621569308,1.542486269,2.062215415,2.841509404,1.813879246
A_55_P2020577,Pcolce,procollagen C-endopeptidase enhancer protein,1.322148627,1.560532206,1.377097227,1.576477524,1.829642562,1.813726533
A_51_P403413,Pcdhb6,protocadherin beta 6,1.141537304,1.100301521,1.253551202,1.945640225,1.944619281,1.813382271
A_51_P195215,Fam149a,"family with sequence similarity 149, member A",1.183046226,1.39470548,1.417148545,1.728922718,3.426211342,1.812083636
A_66_P135194,Yrdc,yrdC domain containing (E.coli),1.594270138,1.997476781,2.191157183,1.819498779,1.65056222,1.811597002
A_51_P411271,Nfe2l2,"nuclear factor, erythroid derived 2, like 2",1.499947245,1.698895918,1.582099714,1.584292397,1.754702744,1.811466237
A_55_P2039622,Clec4a2,"C-type lectin domain family 4, member a2",0.489099473,0.299951993,0.675453479,0.29071527,2.619691972,1.811291173
A_55_P1961009,Apbb1ip,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",1.705544054,2.067740798,1.823762787,1.594171668,2.502992982,1.81081825
A_51_P160113,Copb1,"coatomer protein complex, subunit beta 1",1.444537117,1.478898954,1.621421575,1.757095696,1.886743875,1.809919076
A_55_P1990944,Casp1,caspase 1,1.617729132,1.916417217,1.76460418,1.877904056,1.804323786,1.809816826
A_55_P2096772,Zfp11,zinc finger protein 11,1.51373558,1.563653998,1.849540028,1.756608056,2.101325456,1.809223455
A_52_P545643,AI597468,expressed sequence AI597468,1.488031972,1.514154557,1.435589603,1.752477318,1.814650157,1.809151576
A_52_P233305,Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",1.609712444,1.786874843,1.770265968,1.986379511,1.96422116,1.808809806
A_55_P2127804,Map3k7,mitogen-activated protein kinase kinase kinase 7,1.097300286,1.378744664,1.326452647,1.223466149,1.366331834,1.808798616
A_66_P116195,Psmd13,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13",1.067683279,1.13335427,0.982853922,1.125072263,1.356891337,1.808795635
A_55_P2174268,Slco5a1,"solute carrier organic anion transporter family, member 5A1",0.670167864,0,0.32887996,0,0.17983028,1.808706859
A_55_P2146034,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",0,0,0,0,0,1.808339739
A_55_P2107362,Gjc1,"gap junction protein, gamma 1",1.661422664,1.53389046,1.628955445,1.655864284,1.671322952,1.808269787
A_55_P1999902,Pip5k1a,"phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha",1.293283794,1.407045728,1.128604355,1.438602068,1.923199357,1.808157473
A_51_P431903,Pdcd6,programmed cell death 6,1.039522447,1.245691552,0.719462228,1.518261656,1.853678832,1.807957946
A_55_P2145376,Fastk,Fas-activated serine/threonine kinase,0,1.728403004,0,2.492762981,1.384758798,1.807939612
A_51_P480499,Cox4nb,COX4 neighbor,0.966442249,1.260678584,0.883524925,1.331069723,1.413818276,1.80764308
A_51_P338317,Rhoq,"ras homolog gene family, member Q",1.532359313,1.770946845,1.608798037,1.747818656,2.262944445,1.807561674
A_66_P126320,Mrpl46,mitochondrial ribosomal protein L46,1.697382115,2.094834208,1.290808242,1.454029808,1.867809184,1.807227018
A_51_P129317,Mob4,"MOB family member 4, phocein",1.482123448,1.551294322,1.598312719,1.515373309,1.645259534,1.807117655
A_51_P119544,Aga,aspartylglucosaminidase,1.497919772,1.692053543,1.383216595,1.699028932,1.815955801,1.805779283
A_52_P350664,Pygb,brain glycogen phosphorylase,1.343448214,1.248449654,1.409306947,1.849514653,1.982104896,1.805771739
A_52_P441036,Col23a1,"collagen, type XXIII, alpha 1",0.735492275,1.280654687,0.978749877,1.500492954,1.926452574,1.804597776
A_55_P2115442,Clec2d,"C-type lectin domain family 2, member d",1.384412517,1.713157996,1.62684975,1.390471591,1.89245737,1.804359493
A_51_P422208,Dpagt1,dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),0.800396463,0.983408342,1.048139509,1.533218148,1.695116448,1.803886954
A_66_P125660,Nde1,nuclear distribution gene E homolog 1 (A nidulans),1.529263178,1.877768619,0.466561231,2.136271337,1.811684055,1.803713822
A_55_P2053273,St6galnac6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",0.633740846,0,1.099323626,1.973217872,1.346208633,1.803509732
A_52_P598309,1500012F01Rik,RIKEN cDNA 1500012F01 gene,1.270855714,1.35572967,1.428386563,1.325846512,2.283553432,1.803412662
A_55_P2174821,Rab8a,"RAB8A, member RAS oncogene family",1.319274704,1.46776124,1.037694593,1.809396009,1.582361115,1.803309291
A_52_P561650,Vwa1,von Willebrand factor A domain containing 1,1.287522757,1.265512466,0.778051945,1.596658932,2.075683293,1.802960286
A_55_P2267164,5830426K05Rik,RIKEN cDNA 5830426K05 gene,1.742505489,2.385273829,1.939719702,0.994487652,2.556339842,1.802120268
A_66_P114627,S100a16,S100 calcium binding protein A16,0.901818498,1.021176654,0.86341513,1.491671153,1.764933304,1.801723423
A_55_P2105362,Tmed5,transmembrane emp24 protein transport domain containing 5,1.665733709,1.973798505,1.930280354,2.01967156,1.919152596,1.801510155
A_65_P18181,Runx2,runt related transcription factor 2,0.045254151,0.558744252,1.881970465,0.324917704,0.289586327,1.801420955
A_55_P2051716,Tbx1,T-box 1,0,0.40212617,0,0,2.148382217,1.800837509
A_66_P139546,Igfbp6,insulin-like growth factor binding protein 6,0.174177984,0,0,1.697470206,1.40580579,1.800434348
A_51_P467770,Snx19,sorting nexin 19,1.750170616,1.92585591,1.974777426,2.011804442,1.536232677,1.799956009
A_55_P1987156,Crhr2,corticotropin releasing hormone receptor 2,0.192602721,0.602959789,2.999593382,2.402466071,3.995096619,1.799806306
A_55_P1994270,Far1,fatty acyl CoA reductase 1,1.407513055,1.960331593,1.900516853,2.178087416,1.801209949,1.799105916
A_51_P389834,Zpld1,zona pellucida like domain containing 1,0,0,0.14296742,0,0,1.796434574
A_52_P637172,Pyroxd2,pyridine nucleotide-disulphide oxidoreductase domain 2,1.641289433,2.235480232,1.808476526,1.988273035,1.650867496,1.796378248
A_52_P194242,Sel1l,sel-1 suppressor of lin-12-like (C. elegans),1.296620893,1.617508265,1.455796426,1.444843033,1.765781063,1.795143454
A_51_P436483,Kin,antigenic determinant of rec-A protein,1.956233865,1.711752952,1.880944189,2.272903864,2.431675175,1.793956351
A_55_P1967391,Antxr1,anthrax toxin receptor 1,2.724406427,0,0.667882109,2.338766813,3.731916557,1.79357948
A_51_P494361,Mbnl2,muscleblind-like 2,1.648780405,1.769686921,1.765226003,1.904192285,2.268828278,1.793335856
A_55_P2042813,Gbp11,guanylate binding protein 11,1.557443674,2.148845302,1.599799587,2.270400092,1.561254855,1.793124286
A_51_P267239,Litaf,LPS-induced TN factor,1.404806737,1.631461813,1.431206904,1.475457216,1.802056689,1.792720498
A_55_P2179826,Olfr1256,olfactory receptor 1256,1.158954946,0.670576813,1.118038381,0.373175462,0.900842745,1.792688906
A_55_P1969645,Sdcbp,syndecan binding protein,1.571229301,1.601512791,0.739290612,1.549343887,1.44813851,1.792441356
A_55_P2099418,Neil2,nei like 2 (E. coli),1.024997205,0.043348513,1.175264984,0,0.094124203,1.792309053
A_51_P162098,Ndufaf4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4",1.792081915,1.833547657,1.798751803,1.605406125,1.73670055,1.792278179
A_55_P1953063,Hspe1,heat shock protein 1 (chaperonin 10),1.28823365,1.641145379,1.478832204,1.420694245,1.475160085,1.791969667
A_55_P2169149,Ccdc53,coiled-coil domain containing 53,1.251867053,1.380274448,1.438676391,1.447336582,1.675661157,1.791667484
A_66_P111089,Ube2f,ubiquitin-conjugating enzyme E2F (putative),1.263603403,1.591572896,1.368338027,1.514353668,1.637663948,1.791607248
A_55_P2098925,Wfdc5,WAP four-disulfide core domain 5,4.053873226,3.231784854,4.133327148,3.305856802,3.94948399,1.791550961
A_55_P1975537,Nutf2,nuclear transport factor 2,1.087306357,1.271810912,0.644108125,1.215945172,1.613157081,1.791541524
A_55_P1971649,Ttc19,tetratricopeptide repeat domain 19,0.821698345,0.479019693,0.668204388,0.792923092,1.387540751,1.791494648
A_51_P130727,Fkbp11,FK506 binding protein 11,1.220795118,1.433123705,1.310841133,1.696170845,1.619908093,1.79148417
A_55_P1953663,Stk4,serine/threonine kinase 4,0.510149934,0.402899903,0.241637445,0.96229109,0.046184732,1.79079658
A_55_P2051796,Gm128,predicted gene 128,1.284289475,1.53905051,0.754994161,1.785867305,0,1.790410725
A_55_P2124976,Grhl1,grainyhead-like 1 (Drosophila),0,0.805704247,1.443545899,0.146793336,0,1.790211641
A_55_P2030080,Kdm6b,KDM1 lysine (K)-specific demethylase 6B,1.446578945,1.785370141,1.686511686,1.496681505,1.665769227,1.790182512
A_52_P622434,Nop16,NOP16 nucleolar protein homolog (yeast),1.538397874,1.823068043,1.712403652,1.557343679,1.858905273,1.790110541
A_55_P2096887,Steap3,STEAP family member 3,1.101897928,0.839817061,0.906802445,1.860155485,1.76206519,1.789981914
A_66_P120125,D0H4S114,"DNA segment, human D4S114",1.65778058,1.969879626,1.917642488,1.604586218,1.595336141,1.789666834
A_51_P114878,Ikbkap,"inhibitor of kappa light polypeptide enhancer in B-cells, kinase complex-associated protein",1.719357086,1.796098283,1.915829527,2.078162012,1.932141373,1.789642789
A_55_P2079535,Gm10839,predicted gene 10839,3.166397996,2.263723019,0.440062797,3.01748065,1.100684596,1.789595515
A_52_P303176,1810037I17Rik,RIKEN cDNA 1810037I17 gene,1.598097593,1.756748077,1.602301727,1.789915478,1.245461602,1.789389783
A_52_P558859,Rras2,related RAS viral (r-ras) oncogene homolog 2,1.547932325,1.957813262,1.946997676,1.958001928,2.408313265,1.789142002
A_55_P1958103,Gm5745,predicted gene 5745,0.705226399,0.593523541,0,0.887542472,1.848815863,1.789123502
A_52_P87843,Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3",1.865994179,1.467955093,1.578297344,1.905267644,1.772252912,1.789116509
A_55_P2009592,Gm608,predicted gene 608,3.85933748,3.941287653,3.23241995,0,0.797763528,1.788681507
A_52_P366105,Tmem55b,transmembrane protein 55b,1.642166186,1.348341377,1.514477143,1.842552629,1.452899589,1.788674862
A_66_P131645,LOC100047183,protein AHNAK2-like,1.386629386,1.631410036,1.228556895,1.536138564,1.680994754,1.787845897
A_55_P1981464,5430410E06Rik,RIKEN cDNA 5430410E06 gene,3.444021415,1.318101369,1.819000253,2.834865362,2.484261654,1.787835703
A_52_P612803,Ccng1,cyclin G1,1.115655024,1.794598997,1.822840454,2.057754864,1.947727514,1.787667673
A_51_P108252,Gpsm2,"G-protein signalling modulator 2 (AGS3-like, C. elegans)",1.453277297,1.152468135,1.650200261,2.000405735,1.767347021,1.787324576
A_55_P2000813,Cops2,"COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)",1.511514814,1.882594592,1.701246249,1.669453438,1.623216584,1.787280448
A_52_P488305,Ndel1,nuclear distribution gene E-like homolog 1 (A. nidulans),0.556476957,0.616070204,0.654859211,2.000267729,1.713722619,1.786857124
A_55_P2131642,Trim50,tripartite motif-containing 50,1.690337002,2.066616825,2.167306922,1.855641667,2.314734453,1.786817229
A_52_P131672,Rbm7,RNA binding motif protein 7,1.177631968,1.439036659,1.284211808,1.520412833,1.234566579,1.786615437
A_55_P2020661,Orai3,ORAI calcium release-activated calcium modulator 3,1.414426646,0.994944145,1.679773003,1.601420554,1.842898669,1.785939894
A_55_P2171116,Lgals3,"lectin, galactose binding, soluble 3",1.289191887,1.168918871,0.784836063,1.702714366,1.971746064,1.785773544
A_55_P2070603,Cxxc4,CXXC finger 4,0,0,1.05214577,1.752662497,0.061769278,1.785620062
A_55_P2152991,Ccdc64,coiled-coil domain containing 64,0.849633932,0.312750216,0.466122948,2.162491758,0.050844067,1.784841844
A_55_P2007575,Ift74,intraflagellar transport 74 homolog (Chlamydomonas),0,0,0,0,0.580872108,1.784349086
A_55_P2088735,Pcnp,PEST proteolytic signal containing nuclear protein,1.435890818,1.598739578,1.595270121,1.55970306,1.894854093,1.783537812
A_51_P100208,Opcml,opioid binding protein/cell adhesion molecule-like,2.725856662,3.07996388,3.035213681,4.057324254,2.93841386,1.78253444
A_55_P1985628,Lrp1,low density lipoprotein receptor-related protein 1,2.608899919,4.769300738,3.996501993,2.266437175,0.996893458,1.782395908
A_55_P2108738,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,1.461089414,1.631691131,1.613605934,1.536582625,1.798139724,1.782307803
A_55_P2140118,Qpct,glutaminyl-peptide cyclotransferase (glutaminyl cyclase),1.703765398,1.915473851,1.908812439,1.910342778,2.156788436,1.782280213
A_51_P448618,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10",1.874033065,1.673359299,1.861341921,1.167355085,2.086814046,1.781779735
A_52_P504302,Pmpca,peptidase (mitochondrial processing) alpha,1.33895068,1.392620859,1.680836166,1.482308136,1.679406376,1.781587707
A_51_P117604,Rab5a,"RAB5A, member RAS oncogene family",1.401785424,1.417225721,1.509452224,1.491543399,1.75213711,1.781519858
A_51_P209930,Rtn2,reticulon 2 (Z-band associated protein),1.314308415,1.624464782,1.286354421,1.817374703,1.469087184,1.781479052
A_52_P98625,Sowahc,sosondowah ankyrin repeat domain family member C,1.809148759,2.114222302,2.131547794,1.817039871,2.015776702,1.780851598
A_55_P2022181,Arvcf,armadillo repeat gene deleted in velo-cardio-facial syndrome,1.560856657,1.879041313,0,0,2.065015356,1.780651217
A_52_P329367,Chka,choline kinase alpha,0.670415207,0.990010297,1.073990592,1.586239014,1.891802938,1.780649708
A_51_P473219,Siae,sialic acid acetylesterase,1.335161055,1.591197651,1.514725639,1.725679636,1.563608294,1.780045817
A_55_P2404658,Gm17501,"predicted gene, 17501",1.573593174,1.467265644,1.475095417,1.51322668,1.708388946,1.779687619
A_55_P2326337,BC026513,cDNA sequence BC026513,1.589824075,1.888560949,1.375643251,1.906203876,2.405254403,1.778792198
A_55_P2024070,Nus1,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae),1.613450792,0.255439376,0.691367245,1.400367303,0.91596235,1.778461866
A_55_P2006549,Eif4e2,eukaryotic translation initiation factor 4E member 2,1.172842854,0,0,0,0,1.778241629
A_51_P258766,Smo,smoothened homolog (Drosophila),0.81854579,0.878250859,0.900451076,1.020190489,1.770775771,1.778149803
A_51_P458384,Slc38a2,"solute carrier family 38, member 2",1.355743689,1.536382311,1.463720523,1.461149406,1.954287294,1.777338197
A_55_P2132897,1600023N17Rik,RIKEN cDNA 1600023N17 gene,1.441767009,3.357025888,0.010397281,0.690802322,0.367255879,1.776955494
A_51_P267783,Il11,interleukin 11,0.138198274,1.473925615,1.545775636,1.556938977,2.247098475,1.776638824
A_52_P620448,Mab21l1,mab-21-like 1 (C. elegans),1.277045645,1.116338759,1.579205522,1.997921231,1.874040413,1.775904096
A_52_P38639,Fermt3,fermitin family homolog 3 (Drosophila),0,0,0,0.429881946,0,1.775901665
A_52_P214891,Stx6,syntaxin 6,1.720960927,1.997551506,1.69990156,1.812626027,2.180371102,1.775871414
A_51_P429246,Fbxl6,F-box and leucine-rich repeat protein 6,1.93130212,1.628923901,0.998965296,1.589405194,2.226595721,1.775832142
A_55_P2012624,Olfr1333,olfactory receptor 1333,1.422919013,0,0,0.421403737,0.875916251,1.775777602
A_51_P120729,Polr2f,polymerase (RNA) II (DNA directed) polypeptide F,1.449624316,1.501319338,1.179049763,1.528957137,1.758517453,1.775161506
A_51_P144926,Cops8,"COP9 (constitutive photomorphogenic) homolog, subunit 8 (Arabidopsis thaliana)",1.497256909,1.788479049,1.545682814,1.704356846,1.59853979,1.774447465
A_55_P2051914,Zfp568,zinc finger protein 568,2.23362083,1.760828128,1.320063646,2.040930501,2.450584254,1.77443939
A_52_P528963,Eps15l1,epidermal growth factor receptor pathway substrate 15-like 1,1.673423777,1.213071313,1.776136584,1.611591328,1.404516364,1.774220084
